3654,64,68
3655,64,66
3655,72,64
3655,64,66
3655,72,76
3656,72,76
3656,72,104
3656,72,104
3657,64,68
3657,72,104
3657,64,68
3657,64,68
3658,72,76
3658,72,74
3659,64,68
3659,64,68
3659,64,80
3659,64,96
3660,64,66
3660,72,76
3660,64,68
3661,64,68
3661,64,0
3661,72,76
3661,64,68
3661,72,8
3661,64,66
3661,72,88
3661,72,8
3662,64,68
3663,72,76
3663,64,68
3663,64,80
3664,64,80
3664,64,80
3664,64,66
3664,72,8
3664,72,76
3664,72,88
3665,64,96
3665,72,74
3665,64,66
3665,72,76
3666,64,72
3666,64,0
3666,64,66
3666,64,72
3666,64,0
3667,72,74
3667,72,76
3667,72,8
3667,72,74
3667,72,74
3668,64,66
3668,64,0
3668,64,68
3668,72,76
3668,72,8
3668,64,0
3668,72,76
3668,64,68
3668,64,68
3668,72,76
3668,64,68
3668,64,68
3668,72,74
3668,72,76
3668,72,74
3669,72,76
3669,64,0
3670,72,76
3670,64,66
3670,72,76
3670,64,66
3670,72,64
3671,64,68
3671,64,0
3671,64,68
3671,64,80
3671,64,0
3671,72,88
3672,64,96
3672,72,76
3672,72,74
3672,64,66
3672,64,66
3672,72,8
3673,72,8
3673,72,88
3673,72,76
3673,72,76
3673,72,76
3673,64,96
3673,64,80
3673,64,66
3674,72,88
3674,72,76
3674,64,68
3674,64,96
3674,64,66
3674,72,88
3674,72,74
3674,72,76
3674,64,72
3674,64,0
3674,64,96
3674,72,74
3674,64,96
3674,72,74
3674,72,74
3675,64,96
3675,64,0
3675,64,96
3675,72,64
3675,64,68
3675,64,66
3675,72,104
3675,64,66
3676,72,8
3676,72,74
3676,72,74
3676,72,64
3676,72,74
3677,64,96
3677,64,66
3677,72,76
3677,64,68
3677,72,74
3677,72,74
3678,64,0
3678,64,68
3678,72,8
3678,64,0
3678,72,8
3678,64,0
3678,64,68
3678,64,96
3678,64,72
3678,72,74
3679,72,8
3679,64,66
3679,72,74
3679,72,76
3679,64,0
3679,68,70
3679,72,8
3679,72,74
3680,64,72
3680,72,88
3680,64,0
3680,72,104
3680,64,80
3680,64,68
3680,64,68
3680,64,68
3680,72,76
3680,72,76
3680,64,0
3680,64,96
3680,72,8
3681,64,0
3681,72,74
3681,64,66
3681,72,74
3681,72,76
3681,64,68
3681,72,74
3681,72,8
3682,64,66
3682,72,76
3682,72,76
3682,64,66
3682,64,66
3682,64,66
3683,64,68
3683,72,104
3683,72,88
3683,64,66
3683,64,68
3683,72,8
3683,64,68
3683,64,80
3684,72,104
3684,72,74
3684,72,74
3684,64,68
3684,64,0
3684,64,72
3685,64,66
3685,72,64
3685,72,104
3685,64,68
3685,64,80
3685,64,68
3685,8,24
3685,72,8
3686,64,72
3686,64,66
3686,72,76
3686,64,68
3686,64,68
3686,64,68
3686,72,76
3686,64,68
3686,72,74
3687,64,72
3687,64,0
3687,72,8
3687,64,68
3687,64,66
3687,64,68
3687,72,76
3687,72,64
3687,64,66
3687,72,64
3688,72,76
3688,64,68
3688,72,76
3688,64,66
3688,72,8
3688,64,72
3688,72,74
3688,72,74
3689,64,80
3689,64,68
3689,72,76
3689,72,88
3689,64,68
3689,64,0
3689,64,72
3689,64,66
3689,64,0
3690,64,72
3690,64,96
3690,72,76
3690,64,68
3690,72,76
3690,72,76
3690,64,68
3690,64,96
3690,64,0
3691,72,76
3691,64,66
3691,72,8
3691,72,8
3691,64,0
3691,64,0
3691,72,8
3691,72,74
3692,72,74
3692,64,0
3692,72,76
3692,72,64
3692,72,76
3692,64,0
3692,64,80
3692,72,76
3692,64,68
3692,64,0
3692,64,72
3692,64,66
3693,64,66
3693,64,66
3693,72,76
3693,72,76
3693,64,68
3693,64,0
3693,72,8
3693,64,72
3693,64,66
3694,64,72
3694,64,68
3694,64,66
3694,72,76
3694,72,8
3694,64,96
3694,72,8
3695,64,80
3695,72,8
3695,72,74
3695,72,76
3695,64,96
3695,72,8
3695,64,68
3695,64,72
3695,72,88
3695,64,66
3695,72,74
3696,72,74
3696,64,0
3696,64,68
3696,72,104
3696,72,104
3696,64,66
3697,64,66
3697,72,74
3697,72,104
3697,72,74
3697,72,74
3697,64,0
3697,64,80
3697,72,76
3697,64,66
3697,64,66
3698,64,66
3698,68,4
3698,72,76
3698,64,68
3698,72,76
3698,64,66
3698,72,104
3699,64,72
3699,72,74
3699,64,68
3699,64,68
3699,64,0
3699,64,66
3699,64,68
3699,64,68
3699,64,0
3699,64,68
3699,72,104
3699,64,80
3700,64,80
