time_elapsed,population,blood_slide_prevalence,monthly_ntf_raw,ntf_percent,KNY--C1x,KNY--C1X,KNY--C2x,KNY--C2X,KNY--Y1x,KNY--Y1X,KNY--Y2x,KNY--Y2X,KYY--C1x,KYY--C1X,KYY--C2x,KYY--C2X,KYY--Y1x,KYY--Y1X,KYY--Y2x,KYY--Y2X,KNF--C1x,KNF--C1X,KNF--C2x,KNF--C2X,KNF--Y1x,KNF--Y1X,KNF--Y2x,KNF--Y2X,KYF--C1x,KYF--C1X,KYF--C2x,KYF--C2X,KYF--Y1x,KYF--Y1X,KYF--Y2x,KYF--Y2X,KNYNYC1x,KNYNYC1X,KNYNYC2x,KNYNYC2X,KNYNYY1x,KNYNYY1X,KNYNYY2x,KNYNYY2X,KYYYYC1x,KYYYYC1X,KYYYYC2x,KYYYYC2X,KYYYYY1x,KYYYYY1X,KYYYYY2x,KYYYYY2X,KNFNFC1x,KNFNFC1X,KNFNFC2x,KNFNFC2X,KNFNFY1x,KNFNFY1X,KNFNFY2x,KNFNFY2X,KYFYFC1x,KYFYFC1X,KYFYFC2x,KYFYFC2X,KYFYFY1x,KYFYFY1X,KYFYFY2x,KYFYFY2X,TNY--C1x,TNY--C1X,TNY--C2x,TNY--C2X,TNY--Y1x,TNY--Y1X,TNY--Y2x,TNY--Y2X,TYY--C1x,TYY--C1X,TYY--C2x,TYY--C2X,TYY--Y1x,TYY--Y1X,TYY--Y2x,TYY--Y2X,TNF--C1x,TNF--C1X,TNF--C2x,TNF--C2X,TNF--Y1x,TNF--Y1X,TNF--Y2x,TNF--Y2X,TYF--C1x,TYF--C1X,TYF--C2x,TYF--C2X,TYF--Y1x,TYF--Y1X,TYF--Y2x,TYF--Y2X,TNYNYC1x,TNYNYC1X,TNYNYC2x,TNYNYC2X,TNYNYY1x,TNYNYY1X,TNYNYY2x,TNYNYY2X,TYYYYC1x,TYYYYC1X,TYYYYC2x,TYYYYC2X,TYYYYY1x,TYYYYY1X,TYYYYY2x,TYYYYY2X,TNFNFC1x,TNFNFC1X,TNFNFC2x,TNFNFC2X,TNFNFY1x,TNFNFY1X,TNFNFY2x,TNFNFY2X,TYFYFC1x,TYFYFC1X,TYFYFC2x,TYFYFC2X,TYFYFY1x,TYFYFY1X,TYFYFY2x,TYFYFY2X
9587,1269142.25,4.901459999999999,21992.0,1.732823881641321,0.0009057375,0.0,0.0011797925,0.0,0.0005326530000000001,0.0,0.0011415425000000003,0.0,0.00062073575,0.0,0.00088210575,0.0,0.00049192775,0.0,0.0011841300000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.315805e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34553e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1178699999999994e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11857675000000001,0.0,0.1563425,0.0,0.037206825,0.0,0.07216177500000001,0.0,0.1275825,0.0,0.16802424999999999,0.0,0.05544025000000001,0.0,0.12479650000000002,0.0,0.00022827500000000003,0.0,0.000381153,0.0,0.00012249525,0.0,0.00033716175000000003,0.0,0.00013209775,0.0,0.00020864975,0.0,0.00011006425,0.0,0.00029804850000000004,0.0,0.00019369675000000002,0.0,0.000354825,0.0,0.0001355595,0.0,0.00037101574999999997,0.0,0.0001670585,0.0,0.0002433585,0.0,9.706092500000001e-05,0.0,0.00031953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9617,1269933.0,4.9097575,21343.75,1.6806989030129935,0.000958648,0.0,0.001244845,0.0,0.0005630464999999999,0.0,0.0011732024999999999,0.0,0.0006271395,0.0,0.0008760667499999999,0.0,0.00052739425,0.0,0.0012350325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.228137500000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83934e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17122e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11864500000000001,0.0,0.15672575,0.0,0.037727750000000004,0.0,0.07333100000000001,0.0,0.12682474999999999,0.0,0.16743975,0.0,0.055528024999999995,0.0,0.12474225,0.0,0.00024141549999999999,0.0,0.0003943265,0.0,0.0001440275,0.0,0.00033507575,0.0,0.00013977375,0.0,0.00023877924999999998,0.0,0.00011456150000000001,0.0,0.000299647,0.0,0.00021666175,0.0,0.00033399075,0.0,0.000162692,0.0,0.00040373100000000006,0.0,0.00017897249999999996,0.0,0.00024068975000000002,0.0,0.0001085601,0.0,0.00032983425000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9648,1270758.75,4.902792499999999,22050.25,1.735203475876125,0.0009598205,0.0,0.001309365,0.0,0.000559663,0.0,0.0012253124999999998,0.0,0.0006559854999999999,0.0,0.000960823,0.0,0.00053554125,0.0,0.001318975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2441425000000005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1697175e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36242e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1977825e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178,0.0,0.15649475000000002,0.0,0.038707,0.0,0.07447485000000001,0.0,0.12629725,0.0,0.16565074999999999,0.0,0.055507425,0.0,0.12437750000000002,0.0,0.00025974,0.0,0.00039862025,0.0,0.000136014,0.0,0.00038259650000000003,0.0,0.00014959925000000002,0.0,0.00025675875,0.0,0.000117969,0.0,0.00030135175,0.0,0.0002198655,0.0,0.00036097925,0.0,0.00016838475,0.0,0.00041280874999999995,0.0,0.00020109449999999998,0.0,0.00024976525,0.0,0.00011053075,0.0,0.000342064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9678,1271540.0,4.9012725,21295.75,1.6747998490019975,0.001002605,0.0,0.0013727199999999998,0.0,0.0005504547500000001,0.0,0.0012927799999999999,0.0,0.0006767585,0.0,0.00097293375,0.0,0.00058146,0.0,0.0013623575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286164999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1705025e-06,0.0,0.0,0.0,1.1657325e-06,0.0,0.0,0.0,6.314975e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1399675e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11725825,0.0,0.15653275,0.0,0.03906325,0.0,0.07504860000000001,0.0,0.12569625,0.0,0.1650095,0.0,0.05603305,0.0,0.12450950000000001,0.0,0.00027166425,0.0,0.00040787925,0.0,0.00014600925,0.0,0.0003893245,0.0,0.00017225124999999998,0.0,0.0002538765,0.0,0.00012961925,0.0,0.00032063625,0.0,0.00023022975,0.0,0.00039496875,0.0,0.00018709549999999998,0.0,0.00043925949999999996,0.0,0.000207444,0.0,0.00025132475,0.0,0.0001181975,0.0,0.0003856965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9709,1272309.5,4.897545,22054.25,1.733402918079288,0.0010368274999999999,0.0,0.0014263375,0.0,0.00059328525,0.0,0.00135107,0.0,0.0007127699999999999,0.0,0.0010168275,0.0,0.00059289525,0.0,0.0014159700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.281417500000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14237e-06,0.0,0.0,0.0,5.379812500000001e-06,0.0,0.0,0.0,6.2536825e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1339525e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11665625,0.0,0.15672074999999996,0.0,0.0400335,0.0,0.07594105,0.0,0.12468249999999999,0.0,0.16360550000000001,0.0,0.056240399999999996,0.0,0.12393,0.0,0.00028135575,0.0,0.00043060124999999994,0.0,0.000153744,0.0,0.0004244415,0.0,0.00020449324999999999,0.0,0.00026689575,0.0,0.000128237,0.0,0.0003271925,0.0,0.00025979625,0.0,0.00041594575000000007,0.0,0.00019415474999999997,0.0,0.00047787,0.0,0.00020410449999999996,0.0,0.00026510425000000003,0.0,0.00012119600000000001,0.0,0.00041132675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9740,1273148.0,4.8922975,22090.5,1.7351085655399057,0.0011158875,0.0,0.0014286225000000002,0.0,0.000635722,0.0,0.0014494125000000001,0.0,0.0007344725000000001,0.0,0.00108397,0.0,0.0006157215,0.0,0.001443165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40514e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1767175e-06,0.0,0.0,0.0,3.1143875e-06,0.0,0.0,0.0,6.2394025e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1264725e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11646300000000001,0.0,0.15633924999999999,0.0,0.04071705,0.0,0.07745179999999999,0.0,0.124001,0.0,0.1623355,0.0,0.056632975,0.0,0.12330774999999998,0.0,0.00028844025000000003,0.0,0.00040728025,0.0,0.00016889074999999998,0.0,0.00045917225,0.0,0.00022526574999999998,0.0,0.00025292975,0.0,0.00012712975,0.0,0.000337627,0.0,0.00028005825,0.0,0.00041841124999999997,0.0,0.00020457499999999997,0.0,0.00050119625,0.0,0.00020107775,0.0,0.00027455425,0.0,0.00013918775,0.0,0.000439353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9770,1273906.25,4.8952025,21379.75,1.678282840672145,0.001158105,0.0,0.0014972524999999999,0.0,0.00069893825,0.0,0.0015813799999999999,0.0,0.00072491375,0.0,0.0010901425,0.0,0.00063847025,0.0,0.0014362725000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4472799999999995e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.108404999999999e-06,0.0,0.0,0.0,2.8495725e-06,0.0,0.0,0.0,6.255104999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.108404999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115969,0.0,0.1562325,0.0,0.041704099999999994,0.0,0.078682875,0.0,0.12268125000000002,0.0,0.1611255,0.0,0.05675705,0.0,0.1228495,0.0,0.00030381975,0.0,0.00040501575000000004,0.0,0.0001911075,0.0,0.000480222,0.0,0.00022330849999999998,0.0,0.00024857375,0.0,0.000131211,0.0,0.00035449975,0.0,0.00029589575,0.0,0.00039414800000000004,0.0,0.00020254650000000002,0.0,0.0005240029999999999,0.0,0.00020189750000000002,0.0,0.0002699235,0.0,0.00014301875,0.0,0.000420785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9801,1274783.0,4.895145,22090.5,1.7328831652132166,0.0011856649999999998,0.0,0.0015927699999999999,0.0,0.00074517225,0.0,0.0017350225,0.0,0.0007654725,0.0,0.001128595,0.0,0.00068117,0.0,0.0014351525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.753820000000002e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.167935e-06,0.0,0.0,0.0,5.38766e-06,0.0,2.84764e-06,0.0,9.457355e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.157212499999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11580975,0.0,0.15527975,0.0,0.04220594999999999,0.0,0.08045307499999999,0.0,0.12111499999999999,0.0,0.15997950000000002,0.0,0.057061475,0.0,0.122244,0.0,0.00033505525000000004,0.0,0.00043735025,0.0,0.000203061,0.0,0.00048220874999999996,0.0,0.00021074300000000003,0.0,0.00026248225000000006,0.0,0.000147678,0.0,0.0003307405,0.0,0.00029578025,0.0,0.000410765,0.0,0.000204102,0.0,0.00056278025,0.0,0.00020641575,0.0,0.00028179925,0.0,0.000130617,0.0,0.0004202435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9831,1275518.0,4.895967499999999,21385.25,1.6765933526614283,0.0012241049999999999,0.0,0.00166885,0.0,0.00084567475,0.0,0.001887595,0.0,0.0007701655,0.0,0.0011816399999999999,0.0,0.000663458,0.0,0.0015142825,0.0,0.0,0.0,1.5486675e-06,0.0,0.0,0.0,8.0207e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1768975e-06,0.0,0.0,0.0,2.31828e-06,0.0,0.0,0.0,8.578025e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1835325e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11526125,0.0,0.15493325,0.0,0.04325620000000001,0.0,0.081729525,0.0,0.120027,0.0,0.15918625,0.0,0.057008475,0.0,0.12139275,0.0,0.00032627525000000003,0.0,0.00047600250000000006,0.0,0.00021226425000000002,0.0,0.00052399775,0.0,0.00022799974999999998,0.0,0.00028417725,0.0,0.00015705825,0.0,0.000354112,0.0,0.00030288674999999997,0.0,0.000444444,0.0,0.00023839975,0.0,0.000605328,0.0,0.000204348,0.0,0.00029510175,0.0,0.000131075,0.0,0.0004445405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9862,1276371.75,4.8927225,22086.5,1.7304127892206953,0.0012968275000000001,0.0,0.00165819,0.0,0.0008474002500000001,0.0,0.0019208324999999997,0.0,0.0007943049999999999,0.0,0.0012337799999999999,0.0,0.00067466925,0.0,0.0015798375,0.0,0.0,0.0,0.0,0.0,4.636545e-06,0.0,8.333345e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2000049999999994e-06,0.0,0.0,0.0,3.1128425000000005e-06,0.0,0.0,0.0,1.202365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1937099999999995e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11492949999999999,0.0,0.1552505,0.0,0.043767574999999996,0.0,0.08292405,0.0,0.11867175000000002,0.0,0.15774924999999998,0.0,0.057203825,0.0,0.12162424999999999,0.0,0.00031497575000000004,0.0,0.000505341,0.0,0.00021472075000000002,0.0,0.00054139225,0.0,0.00023228325000000002,0.0,0.00027595375,0.0,0.00015421724999999998,0.0,0.00034795275,0.0,0.00031627550000000004,0.0,0.00045713100000000005,0.0,0.000242718,0.0,0.0006100885,0.0,0.00021280825,0.0,0.000297418,0.0,0.0001512605,0.0,0.00049716725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9893,1277240.0,4.89802,22101.25,1.7303913125176162,0.0012833675,0.0,0.0017257950000000002,0.0,0.0008576734999999999,0.0,0.00207758,0.0,0.00080930575,0.0,0.0013318225,0.0,0.0006946985000000001,0.0,0.00164006,0.0,2.30166e-06,0.0,2.8259425000000003e-06,0.0,6.14672e-06,0.0,8.5267625e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11464e-06,0.0,0.0,0.0,6.1496975e-06,0.0,0.0,0.0,1.2395799999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17064e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11494575,0.0,0.15439775,0.0,0.04501355,0.0,0.0841112,0.0,0.11693775000000001,0.0,0.15602,0.0,0.05773235,0.0,0.1214075,0.0,0.00033581600000000007,0.0,0.0005471229999999999,0.0,0.00020646625,0.0,0.00054689125,0.0,0.00022227100000000001,0.0,0.0002943305,0.0,0.00017328875,0.0,0.00035775775000000004,0.0,0.00030870474999999996,0.0,0.000468958,0.0,0.000252647,0.0,0.0006282845,0.0,0.00020858325,0.0,0.000313334,0.0,0.00016567,0.0,0.0005147685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9921,1277927.25,4.894270000000001,20050.0,1.568946902102604,0.001306925,0.0,0.0017639275,0.0,0.00088957775,0.0,0.00211769,0.0,0.0008551745,0.0,0.0013487325,0.0,0.00071075425,0.0,0.0016772000000000002,0.0,2.8082275e-06,0.0,2.6868749999999996e-06,0.0,6.1667725e-06,0.0,8.345745e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.123335e-06,0.0,0.0,0.0,6.1472475e-06,0.0,0.0,0.0,1.2400299999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17212e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11442625,0.0,0.15467725,0.0,0.0458925,0.0,0.08564187499999999,0.0,0.11546875000000001,0.0,0.15524425,0.0,0.05819215,0.0,0.1210255,0.0,0.00032816,0.0,0.00054483925,0.0,0.00022077324999999999,0.0,0.00057563775,0.0,0.00024131950000000002,0.0,0.000299292,0.0,0.00017071424999999998,0.0,0.00038067575000000006,0.0,0.00031950975000000003,0.0,0.00048374475,0.0,0.00027390175,0.0,0.000630058,0.0,0.00020956225,0.0,0.00031314200000000003,0.0,0.00016431125000000002,0.0,0.00054449075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9952,1278770.5,4.901535,22168.25,1.7335596965991944,0.0013551825,0.0,0.0017509574999999998,0.0,0.0009208432499999999,0.0,0.0021877225,0.0,0.0008523727499999999,0.0,0.0012930975,0.0,0.0007108362499999999,0.0,0.0017881325,0.0,0.0,0.0,6.122327499999999e-06,0.0,6.1716875e-06,0.0,1.15910925e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.195765e-06,0.0,0.0,0.0,6.1529375e-06,0.0,1.53819e-06,0.0,1.2407525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1898925e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11394399999999999,0.0,0.153887,0.0,0.046887225000000005,0.0,0.086980975,0.0,0.11449775,0.0,0.15438025,0.0,0.0589099,0.0,0.1207125,0.0,0.00034260875,0.0,0.0005781475000000001,0.0,0.00023323625,0.0,0.000620219,0.0,0.00024816225,0.0,0.00030693049999999997,0.0,0.00016978575,0.0,0.0004069295,0.0,0.000336755,0.0,0.00049125075,0.0,0.000281713,0.0,0.0007059162500000001,0.0,0.0002001195,0.0,0.000304809,0.0,0.00017881125,0.0,0.0005780325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9982,1279543.25,4.889569999999999,21446.75,1.6761254455447288,0.0013610075,0.0,0.001733505,0.0,0.00096497525,0.0,0.002230585,0.0,0.00092366675,0.0,0.0012701875,0.0,0.0007358712499999999,0.0,0.0017770324999999997,0.0,0.0,0.0,6.15922e-06,0.0,3.09837e-06,0.0,1.0847055000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1992325000000005e-06,0.0,0.0,0.0,6.172125e-06,0.0,6.1350350000000005e-06,0.0,1.2538225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.203465e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11336275000000001,0.0,0.15307099999999998,0.0,0.047746875,0.0,0.0887439,0.0,0.11301075000000001,0.0,0.15303275,0.0,0.05890664999999999,0.0,0.12062425,0.0,0.00035175375,0.0,0.000582698,0.0,0.00025016575,0.0,0.000598701,0.0,0.00025719375,0.0,0.00032580349999999995,0.0,0.0001740485,0.0,0.00040736475,0.0,0.00035076825000000003,0.0,0.0004948695,0.0,0.000298393,0.0,0.00067056425,0.0,0.00018852175,0.0,0.0003074555,0.0,0.000197081,0.0,0.00059442925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10013,1280392.5,4.8885724999999995,22176.25,1.7319884332343403,0.001365135,0.0,0.0018326125,0.0,0.0009444052499999998,0.0,0.0022897125,0.0,0.00091457575,0.0,0.0013233625,0.0,0.0007540205000000001,0.0,0.0018726375,0.0,0.0,0.0,6.1800425e-06,0.0,6.1516224999999996e-06,0.0,1.2316325000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.225637499999999e-06,0.0,0.0,0.0,6.148822499999999e-06,0.0,3.1171525000000005e-06,0.0,1.2405950000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.153417499999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11245925,0.0,0.1524885,0.0,0.04817025,0.0,0.0901593,0.0,0.11198249999999998,0.0,0.15130325,0.0,0.05897432500000001,0.0,0.12080925,0.0,0.0003852357499999999,0.0,0.00058590825,0.0,0.00027302075,0.0,0.0006332765000000001,0.0,0.000251875,0.0,0.00036050799999999994,0.0,0.000178204,0.0,0.000420297,0.0,0.00035071325,0.0,0.00049849,0.0,0.00031432375,0.0,0.0006813310000000001,0.0,0.00017699275000000001,0.0,0.00032103450000000005,0.0,0.00019675200000000002,0.0,0.000566353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10043,1281187.0,4.887695000000001,21477.0,1.6763360852084825,0.001409745,0.0,0.0018212175,0.0,0.001032855,0.0,0.002273585,0.0,0.0009144945,0.0,0.0013393824999999998,0.0,0.0007860285,0.0,0.0019418675,0.0,2.8264625e-06,0.0,6.1638625e-06,0.0,6.1718575e-06,0.0,1.2392225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.20353e-06,0.0,0.0,0.0,6.1797775e-06,0.0,5.73962e-06,0.0,1.2452749999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.169957500000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11242425,0.0,0.15218174999999998,0.0,0.048667475,0.0,0.091450525,0.0,0.11106225,0.0,0.15037425,0.0,0.058691074999999995,0.0,0.12115025000000001,0.0,0.00038691899999999995,0.0,0.000584481,0.0,0.0002852095,0.0,0.00065304475,0.0,0.00025254125000000004,0.0,0.0003554825,0.0,0.0001720645,0.0,0.00044883575,0.0,0.000344159,0.0,0.000543766,0.0,0.000332527,0.0,0.00071826275,0.0,0.00020311075,0.0,0.000352357,0.0,0.00021636799999999999,0.0,0.00056308025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10074,1282022.0,4.8838525,22199.75,1.7316200502019465,0.0014618825,0.0,0.0018193799999999998,0.0,0.0010885500000000002,0.0,0.00236845,0.0,0.00092578175,0.0,0.0013941000000000001,0.0,0.0007725997499999999,0.0,0.0019903625,0.0,0.0,0.0,6.1366225e-06,0.0,6.194827500000001e-06,0.0,1.2250725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.205170000000001e-06,0.0,0.0,0.0,6.15739e-06,0.0,6.1366225e-06,0.0,1.6202274999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1466225e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11208725,0.0,0.15183649999999999,0.0,0.049199150000000004,0.0,0.092683025,0.0,0.10916324999999999,0.0,0.1491345,0.0,0.059101299999999996,0.0,0.1204655,0.0,0.00039190799999999995,0.0,0.000584829,0.0,0.00031594924999999997,0.0,0.0007180824999999999,0.0,0.00026203025,0.0,0.000365607,0.0,0.00018102475,0.0,0.00045022024999999996,0.0,0.0003605335,0.0,0.0005612125,0.0,0.00036107375,0.0,0.000747178,0.0,0.0002004605,0.0,0.0003524695,0.0,0.00023476375000000001,0.0,0.0005569642499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10105,1282874.75,4.8898275,22186.0,1.729397199531755,0.0015086225,0.0,0.0019277799999999998,0.0,0.001110875,0.0,0.002647235,0.0,0.00095777975,0.0,0.00148061,0.0,0.00077984075,0.0,0.00207098,0.0,0.0,0.0,6.1339525e-06,0.0,6.175654999999999e-06,0.0,1.23812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.216844999999999e-06,0.0,4.22656e-06,0.0,3.069605e-06,0.0,6.1448e-06,0.0,1.4643250000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.183215e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11153775000000002,0.0,0.15140475000000003,0.0,0.0498033,0.0,0.094215075,0.0,0.10905749999999999,0.0,0.14888600000000002,0.0,0.059290525,0.0,0.1204065,0.0,0.00039276799999999994,0.0,0.000597293,0.0,0.00031182225,0.0,0.0008136615,0.0,0.00025898475,0.0,0.00038767500000000003,0.0,0.000172392,0.0,0.00046031049999999997,0.0,0.00035292725000000004,0.0,0.00060819825,0.0,0.00038632475000000005,0.0,0.0007969140000000001,0.0,0.00021373600000000001,0.0,0.00035307024999999996,0.0,0.00024272525,0.0,0.0005518372500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
