3654,64,0
3654,64,80
3655,72,64
3656,64,68
3656,64,0
3656,72,76
3657,64,68
3657,72,76
3657,64,66
3657,72,64
3657,72,76
3657,64,66
3657,72,74
3658,64,66
3658,64,68
3658,64,68
3659,72,76
3659,72,76
3659,64,68
3659,64,80
3660,72,104
3660,72,8
3660,72,76
3660,72,76
3660,72,8
3660,64,0
3660,64,0
3660,64,72
3661,64,80
3661,64,68
3661,72,88
3662,64,68
3662,64,68
3662,64,96
3662,64,68
3662,64,68
3662,72,8
3663,64,80
3663,64,0
3663,64,0
3663,64,68
3663,64,68
3663,72,76
3663,72,8
3663,64,68
3663,64,68
3663,72,74
3663,64,80
3664,72,8
3664,64,68
3664,72,76
3664,72,76
3665,72,74
3665,72,64
3665,64,66
3665,64,80
3665,72,74
3665,72,8
3665,64,66
3666,64,66
3666,64,68
3666,72,8
3666,72,8
3666,72,74
3666,72,88
3666,64,68
3666,72,76
3666,64,0
3666,64,66
3666,64,0
3666,64,66
3666,64,80
3667,72,8
3668,64,0
3668,72,76
3668,72,76
3668,64,0
3668,72,74
3668,64,68
3668,64,68
3668,64,0
3669,64,0
3669,64,68
3669,72,76
3669,64,68
3669,64,66
3669,64,66
3669,64,66
3670,72,76
3670,64,66
3670,72,76
3670,64,68
3670,64,66
3670,64,0
3670,64,66
3670,64,72
3671,64,68
3671,64,0
3671,72,8
3671,64,0
3671,72,74
3672,64,0
3672,64,66
3672,64,68
3672,64,68
3672,72,74
3672,72,76
3672,72,104
3672,64,68
3672,72,8
3672,72,74
3673,64,66
3673,64,68
3673,64,68
3673,64,68
3673,72,8
3673,64,66
3673,64,66
3673,64,0
3674,64,66
3674,64,0
3675,72,8
3675,72,76
3675,72,76
3675,64,68
3675,64,68
3675,64,96
3675,72,76
3675,72,76
3675,72,88
3675,64,66
3676,64,66
3676,64,66
3676,64,68
3676,64,96
3676,64,68
3676,64,96
3676,72,74
3676,64,96
3676,64,66
3676,64,66
3676,64,66
3677,64,68
3677,72,76
3677,64,80
3677,72,76
3677,64,68
3677,64,66
3677,72,76
3677,72,8
3677,64,66
3678,64,0
3678,72,76
3678,64,68
3678,72,74
3678,64,0
3679,64,66
3679,64,68
3679,64,0
3679,64,0
3679,64,0
3679,64,68
3679,64,68
3680,72,74
3680,72,8
3680,72,104
3680,64,0
3680,72,76
3680,64,66
3680,64,66
3680,64,0
3680,64,80
3680,64,72
3681,72,74
3681,64,0
3681,72,74
3681,64,80
3681,64,68
3681,64,0
3681,64,68
3681,64,96
3681,64,96
3681,64,72
3681,72,74
3681,64,66
3681,64,66
3682,64,0
3682,72,74
3682,64,68
3682,64,66
3682,64,68
3682,64,0
3682,64,72
3682,64,0
3683,72,76
3683,72,8
3683,64,66
3683,64,80
3683,96,32
3683,64,0
3684,64,68
3684,72,76
3684,64,0
3684,64,66
3685,72,74
3685,64,66
3685,64,96
3685,64,0
3686,64,68
3686,64,68
3686,72,76
3686,64,68
3686,64,68
3686,64,68
3686,64,72
3686,72,76
3686,72,76
3686,64,96
3687,72,76
3687,64,66
3687,64,68
3687,64,0
3687,64,72
3687,64,0
3687,72,74
3688,64,66
3688,64,68
3688,64,68
3688,64,66
3688,64,66
3688,72,74
3688,64,72
3688,72,74
3688,64,0
3689,76,78
3689,64,66
3689,64,68
3689,64,68
3689,64,68
3689,72,8
3689,64,68
3689,72,8
3689,64,68
3690,64,80
3690,72,74
3690,72,76
3690,64,66
3690,72,76
3690,72,76
3690,64,96
3690,64,96
3691,72,76
3691,72,8
3691,72,8
3691,64,0
3691,64,0
3691,72,8
3691,72,74
3692,72,76
3692,72,8
3692,72,76
3692,72,8
3692,64,96
3692,64,96
3692,64,96
3692,64,66
3693,72,104
3693,64,72
3693,72,76
3693,72,64
3693,72,76
3693,72,74
3693,64,72
3693,64,66
3694,72,74
3694,72,64
3694,64,72
3694,72,76
3694,64,68
3694,72,76
3694,64,0
3694,72,8
3694,64,0
3694,64,72
3694,72,74
3695,64,66
3695,72,8
3695,64,66
3695,72,76
3695,72,104
3695,64,68
3695,72,8
3695,72,76
3695,72,74
3695,72,74
3695,64,72
3696,72,76
3696,64,68
3696,72,64
3696,72,76
3696,72,76
3696,64,0
3696,64,68
3696,64,66
3697,72,74
3697,72,76
3697,64,68
3697,64,68
3697,72,74
3697,72,74
3698,64,66
3698,64,80
3698,72,76
3698,64,68
3698,64,72
3698,72,8
3698,64,72
3698,64,66
3699,64,66
3699,72,74
3699,64,68
3699,64,0
3699,64,66
3699,64,68
3699,64,66
3699,72,8
3700,64,66
3700,64,68
3700,64,66
3700,72,74
3700,64,68
3700,64,0
3700,64,66
3700,64,80
3700,72,74
3701,72,74
3701,64,96
3701,72,74
3701,72,76
3701,72,76
3701,68,4
3701,64,66
3701,64,66
3702,64,66
3702,64,0
3702,72,64
3702,72,104
3702,64,66
3702,64,66
3702,72,74
3702,72,74
3703,64,66
3703,72,76
3703,64,68
3703,64,72
3704,72,64
3704,64,68
3704,64,66
3704,64,68
3704,64,66
3704,72,76
3704,64,68
3704,64,72
3704,72,74
3704,64,72
3704,64,66
3705,64,96
3705,64,66
3705,64,68
3705,68,4
3705,64,68
3705,64,68
3705,64,0
3705,64,0
3706,64,96
3706,72,76
3706,64,68
3706,64,68
3706,64,96
3706,64,0
3706,64,0
3706,72,76
3706,64,68
3707,72,76
3707,64,96
3707,72,8
3707,64,68
3707,64,0
3707,64,80
3707,72,74
3707,72,104
3707,72,8
3707,72,74
3707,72,74
3708,64,80
3708,72,76
3708,64,68
3708,64,68
3708,72,8
3708,64,68
3709,72,8
3709,64,68
3709,64,68
3709,72,74
3709,64,72
3709,64,68
3709,64,80
3709,64,0
3709,72,8
3709,64,66
3710,64,68
3710,72,74
3710,72,104
3710,64,66
3710,72,64
3711,68,70
3711,72,64
3711,72,104
3711,64,96
3711,72,74
3711,64,66
3712,64,66
3712,72,104
3712,64,68
3712,64,0
3712,72,8
3712,72,76
3712,64,0
3712,72,74
3712,64,0
3712,72,74
3713,72,104
3713,64,66
3713,72,76
3713,72,76
3713,72,74
3713,72,76
3713,64,66
3713,64,96
3713,64,0
3713,64,66
3714,64,66
3714,64,68
3714,64,68
3714,64,80
3714,64,72
3714,64,68
3714,72,64
3714,72,76
3714,72,88
3714,72,74
3714,64,0
3714,64,66
3714,64,0
3714,72,74
3715,72,74
3715,64,68
3715,64,0
3715,64,66
3716,64,72
3716,64,66
3716,72,74
3716,64,68
3716,72,76
3716,64,0
3716,64,0
3717,72,104
3717,72,104
3717,72,76
3717,72,104
3718,64,72
3718,72,104
3718,72,76
3718,72,76
3718,72,104
3718,64,0
3718,64,68
3718,64,68
3718,64,66
3718,64,72
3719,64,66
3719,72,74
3719,64,68
3719,72,74
3719,64,68
3719,72,76
3719,64,68
3719,64,68
3719,64,96
3719,72,76
3719,72,74
3719,64,96
3719,72,74
3720,64,66
3720,72,104
3720,64,68
3720,64,66
3720,72,74
3721,72,74
3721,72,76
3721,72,104
3721,72,64
3721,72,76
3721,72,76
3721,64,80
3721,72,64
3721,64,66
3721,64,66
3721,72,74
3722,72,88
3722,64,68
3722,72,8
3722,64,66
3722,64,96
3722,64,68
3722,72,104
3722,64,0
3722,64,0
3722,72,74
3722,64,66
3723,64,66
3723,68,4
3723,72,104
3723,64,72
3723,72,76
3723,64,96
3724,64,66
3724,64,68
3724,64,0
3724,64,68
3724,72,76
3724,72,76
3724,64,0
3724,64,66
3725,64,66
3725,72,64
3725,64,66
3725,72,8
3725,72,76
3725,72,8
3725,72,8
3725,64,72
3725,72,74
3725,72,74
3726,64,66
3726,72,8
3726,64,0
3726,72,76
3726,64,68
3726,64,68
3726,72,88
3727,64,68
3727,64,68
3727,64,68
3727,64,0
3727,72,64
3727,64,0
3727,64,66
3728,64,72
3728,72,104
3728,72,76
3728,64,68
3728,64,72
3728,64,66
3729,72,76
