time	from	to
4425	72	104
4425	64	68
4425	72	64
4425	64	68
4425	72	76
4426	72	8
4427	64	0
4427	0	32
4428	72	64
4429	64	68
4430	68	84
4430	64	0
4431	12	28
4431	64	0
4432	72	88
4432	72	8
4432	72	104
4432	72	8
4432	64	0
4432	0	16
4433	72	76
4433	8	12
4435	72	64
4436	72	104
4436	12	4
4437	72	88
4437	64	0
4437	72	8
4437	64	96
4438	0	16
4438	72	8
4439	24	28
4440	68	4
4441	72	8
4441	64	80
4442	72	76
4443	76	108
4446	68	4
4446	64	0
4448	64	68
4449	64	68
4452	64	68
4453	68	100
4455	64	96
4456	72	104
4456	72	104
4456	64	0
4456	64	96
4457	72	76
4458	72	8
4458	64	0
4459	64	0
4460	64	68
4460	72	76
4460	68	84
4461	72	76
4462	64	0
4462	72	104
4464	72	76
4464	72	8
4464	72	104
4465	72	8
4465	72	8
4465	72	8
4466	4	20
4466	72	76
4467	64	0
4467	8	24
4467	64	68
4467	72	76
4468	64	0
4468	72	8
4468	72	8
4468	64	0
4468	72	8
4469	64	80
4469	0	32
4469	72	88
4469	0	16
4469	72	76
4470	72	8
4471	72	88
4472	8	0
4473	72	88
4473	64	68
4474	24	56
4474	72	76
4474	64	0
4475	72	76
4475	72	76
4475	84	20
4476	72	88
4477	64	80
4477	72	88
4478	72	8
4478	72	64
4478	96	32
4478	72	8
4478	76	108
4479	64	96
4480	64	96
4480	72	88
4480	64	68
4480	64	0
4481	72	88
4481	8	40
4481	64	0
4482	72	76
4482	72	104
4482	72	64
4482	72	8
4482	64	80
4483	72	8
4484	64	96
4484	64	0
4485	64	0
4485	72	76
4486	64	80
4486	64	68
4487	68	100
4487	64	68
4488	72	88
4488	68	4
4488	64	96
4489	64	0
4490	72	8
4490	72	88
4490	80	112
4491	72	8
4491	72	76
4492	72	8
4492	64	96
4493	72	8
4494	80	16
4494	8	0
4494	72	8
4494	72	8
4494	72	8
4495	68	84
4495	0	16
4496	64	68
4496	72	8
4496	72	8
4496	8	0
4497	64	96
4497	64	0
4498	64	0
4499	72	104
4499	64	0
4499	4	20
4499	96	32
4499	0	16
4500	64	80
4500	0	4
4500	64	68
4501	72	76
4501	0	32
4502	0	16
4502	64	0
4503	72	104
4504	12	4
4505	72	8
4505	0	4
4505	72	64
4505	64	80
4506	72	8
4507	64	0
4508	72	104
4508	72	8
4508	64	0
4509	64	96
4509	64	68
4509	72	104
4509	64	80
4510	72	76
4510	76	12
4510	72	104
4510	64	96
4510	64	80
4511	0	16
4512	80	112
4513	64	0
4513	68	4
4513	64	0
4513	64	0
4514	72	64
4515	104	40
4515	72	76
4515	68	100
4516	72	8
4516	64	0
4517	72	64
4517	12	28
4518	64	96
4519	72	88
4519	4	20
4520	20	52
4521	72	76
4522	72	8
4522	64	68
4522	68	4
4523	72	76
4525	64	96
4526	72	8
4526	72	8
4527	72	8
4527	72	8
4527	72	8
4528	64	0
4528	12	28
4529	64	96
4529	72	64
4529	12	28
4530	72	64
4530	72	8
4530	68	100
4531	72	76
4531	72	8
4531	72	8
4532	72	88
4532	72	104
4532	64	0
4533	64	0
4533	88	24
4534	68	84
4534	72	64
4534	72	64
4534	64	96
4535	64	0
4535	8	24
4537	72	88
4539	72	104
4540	64	80
4540	64	0
4541	64	0
4541	72	88
4543	12	4
4543	72	64
4544	64	68
4547	16	20
4547	72	104
4548	96	32
4549	64	68
4550	72	76
4550	72	8
4550	96	100
4550	72	88
4550	64	0
4551	72	8
4552	68	84
4552	72	76
4552	72	76
4552	64	0
4553	72	8
4555	64	96
4555	8	12
4555	12	4
4556	64	0
4557	72	76
4557	64	0
4557	64	0
4558	72	8
4558	64	96
4560	72	104
4560	72	64
4560	4	36
4560	104	40
4560	72	76
4562	96	32
4563	64	96
4563	72	8
4564	8	12
4565	64	0
4565	64	0
4565	72	8
4566	72	8
4566	64	0
4566	72	8
4566	0	32
4567	64	0
4568	72	64
4568	72	8
4568	64	96
4569	72	64
4570	64	0
4570	64	80
4572	8	40
4574	72	76
4575	72	76
4575	72	8
4575	64	96
4576	104	40
4576	64	0
4576	72	8
4576	12	4
4577	72	76
4577	64	68
4577	72	88
4578	72	8
4578	64	96
4579	72	104
4579	64	80
4580	64	68
4580	72	76
4580	12	4
4580	12	4
4580	12	28
4581	64	0
4581	64	68
4581	68	4
4582	72	64
4582	72	8
4583	68	4
4583	64	0
4583	64	80
4583	96	32
4583	64	0
4583	8	0
4583	72	8
4583	64	0
4584	64	80
4584	104	108
4586	64	0
4586	64	0
4586	64	0
4586	72	8
4587	64	68
4588	0	4
4589	72	76
4590	72	8
4590	64	80
4590	72	8
4590	64	0
4591	64	80
4591	72	8
4592	64	0
4592	64	0
4593	64	96
4594	64	0
4594	72	8
4594	12	4
4596	72	76
4596	64	0
4597	64	68
4597	72	8
4597	64	0
4597	64	96
4597	72	76
4598	72	76
4598	64	0
4598	64	80
4598	12	44
4598	80	112
4600	0	16
4600	96	32
4601	72	64
4601	72	8
4603	72	76
4603	0	16
4603	64	0
4604	64	0
4604	72	64
4604	0	32
4606	68	4
4606	64	68
4607	72	104
4607	72	8
4608	72	76
4609	72	76
4609	0	32
4609	76	12
4609	72	88
4611	64	0
4611	72	64
4611	104	40
4611	64	0
4612	64	80
4612	64	0
4612	72	8
4613	72	76
4613	80	16
4614	72	76
4616	0	32
4617	64	80
4617	64	80
4618	72	76
4619	24	16
4620	72	88
4620	72	88
4620	64	0
4620	72	104
4620	96	32
4620	64	0
4621	12	28
4621	72	76
4623	64	80
4623	64	0
4624	72	8
4624	64	68
4624	0	16
4626	64	0
4628	72	88
4629	72	88
4629	64	96
4630	72	64
4632	12	4
4632	64	68
4633	68	4
4633	72	8
4635	72	8
4635	64	96
4635	64	96
4635	64	80
4635	64	0
4635	72	8
4636	72	8
4637	64	0
4637	72	8
4637	0	32
4637	0	16
4638	72	8
4638	72	8
4638	72	8
4639	72	88
4639	64	96
4639	64	80
4640	64	96
4642	72	88
4643	80	16
4643	64	68
4643	96	32
4644	64	96
4644	72	8
4644	72	8
4644	64	0
4645	12	28
4645	88	120
4645	80	112
4645	0	16
4646	72	76
4647	12	28
4647	72	88
4647	96	32
4648	72	8
4648	72	88
4648	72	104
4648	32	36
4648	8	24
4649	72	104
4649	64	96
4649	64	68
4649	72	88
4651	64	0
4651	64	68
4651	12	44
4653	72	76
4653	72	8
4653	64	68
4653	64	0
4654	72	76
4654	96	100
4655	72	8
4655	64	0
4657	64	0
4657	64	80
4657	64	80
4657	64	0
4657	12	4
4659	0	4
4659	72	104
4659	64	0
4660	104	40
4660	72	76
4660	64	0
4660	72	8
4661	64	68
4661	72	8
4662	0	4
4663	12	28
4663	72	64
4663	64	96
4663	8	40
4664	64	0
4664	104	40
4664	0	32
4665	72	104
4665	72	8
4665	64	80
4666	72	76
4666	104	40
4667	72	8
4667	76	108
4667	64	0
4667	64	0
4668	64	96
4668	64	68
4668	72	8
4670	64	0
4671	72	8
4671	96	100
4671	24	28
4671	64	68
4671	64	0
4672	96	32
4672	4	36
4673	72	8
4673	72	76
4673	64	80
4673	72	8
4673	96	100
4673	64	96
4673	72	64
4674	64	68
4675	108	44
4675	64	80
4675	100	36
4675	68	84
4676	72	88
4676	64	68
4676	64	0
4677	80	16
4678	64	96
4678	72	76
4679	72	88
4679	12	44
4679	64	0
4680	72	76
4680	72	76
4680	64	0
4681	64	68
4681	64	68
4681	72	76
4681	88	92
4682	80	16
4682	72	76
4682	72	64
4682	64	96
4683	72	76
4683	64	0
4684	72	8
4685	72	76
4685	64	80
4686	72	76
4686	72	8
4687	64	80
4687	64	0
4688	68	100
4688	72	64
4689	72	76
4689	64	68
4689	80	16
4690	64	0
4691	64	80
4691	80	16
4692	72	88
4692	72	64
4693	72	8
4693	72	64
4693	64	0
4694	64	0
4694	0	32
4694	76	12
4695	64	0
4695	68	4
4695	96	32
4696	104	40
4696	64	68
4697	64	0
4697	72	76
4698	64	0
4698	68	84
4699	64	68
4699	72	64
4699	64	96
4700	96	100
4700	64	68
4700	64	0
4701	64	68
4701	72	76
4701	72	64
4701	68	100
4702	68	100
4702	64	68
4703	72	104
4704	96	32
4704	72	76
4705	72	88
4705	72	8
4705	64	68
4705	72	8
4705	68	84
4706	72	88
4706	64	0
4707	72	76
4708	72	64
4708	72	76
4708	64	96
4708	64	0
4709	72	8
4709	72	76
4709	72	88
4710	64	0
4710	84	20
4712	64	68
4712	32	36
4712	72	76
4712	76	12
4712	64	0
4713	104	108
4713	72	8
4713	0	16
4713	72	8
4713	96	32
4714	8	24
4714	72	8
4714	72	88
4714	64	96
4715	64	0
4715	8	24
4716	64	0
4716	72	8
4716	12	44
4717	64	68
4717	64	68
4718	72	104
4718	72	104
4718	68	84
4718	72	88
4720	64	0
4720	72	76
4720	64	80
4721	72	64
4721	64	0
4722	64	68
4722	64	80
4723	64	0
4725	64	68
4725	64	0
4725	72	76
4725	72	8
4726	72	88
4726	72	88
4727	72	64
4727	64	0
4727	96	32
4727	96	32
4728	64	68
4728	68	4
4728	72	76
4728	88	80
4728	88	120
4728	104	40
4729	72	76
4729	96	100
4729	120	56
4730	72	8
4730	64	0
4730	68	100
4731	76	108
4732	64	0
4732	16	48
4732	64	68
4732	72	76
4732	72	104
4733	64	96
4733	72	8
4733	108	44
4739	96	32
4739	64	0
4739	64	68
4739	72	104
4742	96	32
4742	72	76
4742	40	44
4742	64	68
4742	72	76
4742	68	84
4742	64	96
4743	0	4
4743	76	12
4744	12	4
4744	64	0
4745	8	40
4745	72	8
4746	72	76
4746	72	104
4747	64	0
4747	72	8
4747	64	96
4747	64	80
4748	68	4
4748	64	68
4748	72	8
4748	88	24
4749	64	0
4749	68	4
4749	64	0
4750	104	40
4750	4	20
4750	64	96
4751	96	32
4751	64	68
4752	96	32
4753	64	80
4753	72	76
4754	8	40
4755	72	76
4755	72	8
4755	72	76
4755	68	4
4755	68	4
4756	64	0
4757	72	64
4757	72	8
4757	64	80
4757	68	4
4757	96	32
4758	16	20
4758	72	76
4759	0	16
4759	0	32
4760	64	0
4760	0	16
4760	64	68
4761	72	76
4761	72	76
4761	96	100
4761	64	68
4762	16	48
4762	68	4
4762	96	32
4763	24	56
4763	64	68
4763	100	36
4764	72	88
4765	64	0
4765	72	8
4765	72	76
4765	72	104
4765	72	8
4765	72	64
4765	72	88
4765	68	4
4766	72	8
4766	72	8
4766	64	80
4766	96	32
4768	64	96
4769	68	4
4770	64	0
4770	64	96
4770	76	68
4771	0	32
4772	72	88
4772	64	80
4773	72	8
4773	72	64
4773	72	8
4773	72	76
4773	88	80
4774	64	0
4774	96	32
4775	12	28
4775	0	32
4776	72	8
4776	72	64
4777	64	0
4777	64	96
4778	64	0
4778	96	32
4778	24	16
4778	72	8
4778	72	76
4779	72	64
4780	64	68
4781	72	88
4781	72	76
4781	96	32
4782	12	4
4782	64	68
4782	64	68
4783	64	0
4783	64	96
4785	24	56
4785	72	104
4786	0	4
4786	64	68
4786	68	100
4787	64	0
4787	72	76
4788	72	8
4788	64	0
4788	64	68
4788	96	32
4789	72	8
4789	64	0
4790	76	108
4790	64	80
4790	72	8
4790	72	88
4791	72	76
4792	64	68
4792	0	16
4792	64	0
4793	64	96
4793	72	8
4793	64	0
4793	0	16
4794	0	32
4795	64	0
4795	64	68
4795	68	84
4796	64	68
4796	64	0
4796	72	8
4796	72	104
4797	68	4
4797	104	108
4797	72	8
4797	72	88
4797	68	84
4798	64	96
4799	72	76
4799	72	64
4799	68	100
4800	72	8
4800	64	68
4800	72	76
4801	64	68
4801	72	104
4801	72	76
4801	96	32
4801	8	0
4802	64	96
4802	72	76
4802	24	28
4802	72	64
4803	68	100
4804	96	32
4804	64	0
4804	68	84
4804	64	96
4805	8	12
4806	88	80
4806	64	68
4806	96	32
4806	72	8
4807	72	8
4807	32	36
4807	64	0
4808	64	80
4808	72	8
4808	72	64
4808	64	0
4808	64	80
4809	72	88
4809	68	4
4810	64	96
4810	72	64
4810	72	104
4811	0	4
4811	64	80
4812	72	64
4812	0	16
4812	64	80
4812	88	24
4813	64	68
4813	64	96
4813	12	28
4814	72	88
4814	104	40
4815	68	4
4816	64	96
4816	64	0
4817	96	32
4817	72	8
4817	4	36
4817	72	76
4817	72	8
4817	72	8
4818	64	80
4818	72	104
4818	88	120
4819	72	8
4819	64	80
4820	64	68
4820	72	8
4820	64	96
4820	64	0
4821	72	8
4821	64	68
4821	64	0
4821	64	96
4821	72	88
4822	72	8
4822	64	0
4823	64	68
4823	64	0
4823	8	40
4824	64	0
4824	72	8
4824	12	44
4824	72	76
4824	64	96
4824	72	64
4824	64	96
4824	72	8
4825	72	88
4825	64	0
4825	64	68
4825	72	8
4825	0	16
4825	72	104
4825	64	0
4825	96	32
4826	0	32
4826	80	16
4826	68	4
4827	64	68
4827	72	64
4827	68	84
4828	72	76
4828	0	16
4828	68	4
4828	96	32
4829	72	76
4829	64	0
4829	64	96
4829	68	4
4830	64	68
4830	64	0
4830	64	68
4830	64	0
4830	64	0
4830	64	0
4830	72	64
4831	64	0
4831	0	4
4832	64	0
4832	64	0
4832	64	0
4833	72	8
4833	64	0
4834	68	4
4834	64	96
4835	64	68
4835	104	40
4835	68	100
4835	64	0
4837	64	0
4837	64	0
4837	64	68
4837	64	0
4838	64	0
4838	72	8
4839	72	8
4839	72	8
4840	72	8
4841	8	0
4841	64	0
4842	12	28
4842	64	68
4842	24	28
4843	72	8
4843	64	68
4843	72	8
4843	64	80
4843	64	0
4843	64	0
4844	64	68
4844	64	68
4844	28	20
4844	24	56
4845	64	68
4845	64	0
4845	72	88
4845	72	8
4846	68	100
4846	0	32
4846	64	80
4847	72	76
4847	88	92
4847	64	0
4848	68	84
4848	0	32
4848	0	16
4849	0	32
4849	72	8
4849	68	100
4849	8	0
4850	68	4
4850	72	8
4850	68	4
4850	8	12
4850	72	76
4850	68	100
4850	84	20
4851	64	0
4851	72	8
4851	96	100
4851	72	8
4851	64	68
4851	0	16
4851	88	92
4851	64	96
4851	64	96
4852	64	96
4852	64	68
4852	72	8
4853	64	80
4853	96	100
4853	64	80
4854	64	0
4854	64	96
4854	72	76
4854	64	0
4854	68	84
4857	96	32
4858	72	88
4859	64	96
4859	104	40
4860	64	68
4861	64	68
4861	0	32
4861	64	0
4862	72	64
4862	64	80
4862	72	8
4863	0	16
4863	72	104
4863	72	8
4863	72	64
4863	68	4
4864	64	0
4864	72	76
4864	88	120
4865	64	80
4865	24	16
4865	0	16
4865	64	68
4865	80	16
4865	72	104
4867	64	0
4867	0	16
4867	0	4
4867	24	56
4868	0	32
4868	64	0
4868	72	104
4868	64	80
4868	0	32
4869	64	96
4870	76	12
4870	4	36
4871	64	80
4871	80	16
4871	0	32
4872	64	68
4873	80	16
4873	68	100
4873	64	68
4874	64	80
4874	72	76
4874	64	0
4875	72	88
4875	64	0
4875	72	8
4876	68	4
4876	72	76
4876	72	64
4876	8	40
4877	72	8
4877	72	8
4878	72	76
4878	12	4
4878	72	104
4878	64	0
4878	64	0
4879	64	0
4879	76	68
4879	104	40
4880	72	76
4880	64	0
4880	64	0
4881	68	100
4881	76	12
4882	24	16
4882	64	0
4883	64	68
4883	64	80
4883	72	76
4883	64	0
4883	0	32
4883	100	36
4884	64	80
4884	96	32
4884	64	80
4885	68	84
4885	72	64
4885	72	8
4885	96	32
4886	64	0
4886	100	36
4886	72	8
4887	96	32
4887	64	0
4887	8	40
4887	12	44
4887	64	0
4888	104	40
4888	72	76
4888	64	0
4888	72	8
4888	64	80
4889	24	56
4889	24	28
4890	76	92
4890	40	44
4890	64	68
4890	72	76
4890	64	0
4891	68	100
4891	68	4
4892	64	96
4892	64	0
4893	64	0
4893	0	16
4893	64	0
4894	72	104
4894	64	68
4895	72	76
4895	92	28
4895	72	64
4896	68	4
4897	72	8
4897	64	0
4898	72	104
4898	64	96
4899	72	64
4900	64	0
4900	72	8
4900	72	88
4901	72	88
4901	96	32
4902	88	80
4902	24	16
4902	64	68
4902	68	84
4902	72	76
4902	64	68
4902	28	60
4903	0	32
4903	64	68
4903	68	84
4906	64	96
4906	88	80
4906	8	0
4906	72	88
4907	68	4
4907	96	32
4908	72	8
4908	72	8
4908	72	76
4908	96	32
4908	0	16
4909	64	0
4909	64	68
4910	64	0
4910	68	84
4911	64	0
4911	64	68
4911	64	80
4912	20	52
4912	64	0
4913	72	104
4913	12	28
4913	64	0
4914	64	80
4915	64	0
4915	104	40
4915	72	8
4916	72	76
4916	0	16
4917	104	40
4917	32	36
4917	12	4
4917	64	0
4917	76	92
4918	64	0
4918	64	0
4919	96	32
4919	92	124
4920	72	64
4920	0	32
4921	64	96
4921	64	80
4922	24	56
4922	64	0
4922	72	8
4922	64	68
4922	72	76
4923	32	36
4924	72	88
4924	64	68
4924	72	76
4925	72	104
4925	88	120
4926	72	8
4926	64	68
4926	12	44
4926	64	68
4927	72	76
4927	72	8
4927	72	104
4927	96	32
4928	64	68
4928	68	4
4929	64	80
4929	64	96
4929	64	0
4929	72	88
4930	72	76
4930	88	120
4931	64	0
4931	12	28
4932	72	8
4932	64	68
4932	72	76
4932	64	96
4932	68	84
4932	104	40
4933	64	68
4933	72	76
4933	64	96
4934	76	108
4934	24	28
4934	76	12
4934	72	8
4935	64	96
4936	76	108
4936	84	116
4936	64	68
4936	72	8
4936	72	88
4937	72	8
4937	68	4
4938	64	80
4938	64	80
4939	64	0
4939	64	0
4939	96	100
4939	76	12
4939	64	0
4939	20	52
4940	64	80
4940	72	8
4940	32	36
4940	64	96
4940	96	32
4940	64	96
4941	96	32
4941	72	88
4941	64	96
4941	64	0
4942	72	8
4942	72	76
4942	76	12
4942	96	32
4943	64	0
4943	72	8
4944	96	100
4944	64	0
4944	12	4
4945	72	8
4945	64	0
4946	0	32
4946	104	40
4947	72	8
4948	64	68
4948	64	80
4949	64	0
4949	64	68
4950	64	68
4950	64	0
4950	64	0
4950	96	32
4950	88	24
4951	72	88
4951	72	76
4951	64	96
4952	72	8
4953	64	0
4953	64	68
4953	72	104
4953	96	32
4954	72	8
4954	72	8
4954	72	104
4954	32	36
4954	64	0
4955	64	0
4955	104	108
4955	72	76
4955	64	0
4956	96	32
4956	8	24
4956	0	32
4956	72	8
4957	72	76
4957	32	36
4958	72	8
4958	72	8
4958	72	104
4958	0	16
4959	96	32
4959	96	32
4960	72	64
4960	72	76
4961	72	104
4961	80	16
4962	64	0
4962	32	36
4962	72	8
4962	72	8
4962	64	0
4963	0	4
4963	64	96
4964	72	76
4964	64	0
4966	64	0
4966	72	76
4966	104	40
4966	64	0
4967	76	108
4967	88	24
4968	72	8
4968	0	4
4968	64	96
4968	64	96
4968	72	8
4969	68	4
4969	64	80
4970	64	0
4970	64	80
4971	72	8
4971	64	68
4972	72	76
4972	72	8
4972	68	4
4972	64	80
4972	72	8
4972	108	44
4973	72	8
4973	72	88
4974	64	0
4975	104	108
4975	68	100
4976	100	36
4977	72	8
4977	104	40
4977	72	104
4977	72	88
4977	72	88
4977	72	8
4977	64	80
4977	64	96
4977	64	0
4978	88	120
4978	8	0
4978	72	8
4978	64	0
4978	72	76
4978	20	52
4978	72	8
4978	104	40
4978	64	80
4979	24	56
4979	0	4
4979	104	40
4979	64	80
4980	64	68
4980	72	88
4981	64	68
4981	88	120
4981	72	8
4981	64	0
4982	84	20
4982	68	100
4982	64	80
4983	96	32
4983	64	0
4983	68	4
4983	120	56
4984	88	92
4984	72	8
4984	72	104
4984	64	80
4985	72	8
4985	64	0
4985	96	32
4985	72	64
4986	64	80
4986	64	0
4986	64	68
4986	72	8
4986	72	8
4987	92	28
4988	64	0
4988	72	8
4988	8	24
4988	72	8
4988	68	100
4989	72	76
4989	64	0
4990	64	68
4990	72	76
4990	76	12
4990	72	76
4990	24	16
4990	64	68
4990	72	8
4990	72	104
4990	72	8
4991	72	76
4991	72	104
4991	100	36
4992	72	76
4992	76	108
4992	24	16
4992	72	64
4992	96	32
4993	64	0
4993	8	0
4993	64	0
4994	64	96
4994	64	0
4995	24	28
4995	72	88
4995	64	96
4995	64	0
4995	64	80
4996	64	0
4996	72	76
4996	64	68
4996	104	108
4997	72	76
4997	64	0
4997	64	68
4997	64	0
4997	0	32
4997	8	24
4999	72	76
4999	72	8
4999	64	96
4999	72	76
4999	72	104
5000	64	96
5000	72	8
5000	72	88
5000	76	12
5000	72	76
5000	80	16
5000	96	32
5001	88	80
5001	24	28
5001	72	8
5001	72	8
5002	64	80
5002	64	96
5003	64	96
5004	72	88
5004	64	0
5005	72	104
5005	64	68
5005	64	68
5005	64	80
5006	104	40
5006	64	96
5006	64	68
5007	64	68
5007	64	68
5007	72	76
5007	64	96
5007	72	76
5007	72	76
5007	76	12
5007	88	24
5008	76	12
5008	72	76
5008	72	76
5008	72	76
5008	76	92
5008	24	56
5009	104	40
5009	72	76
5010	72	8
5010	64	68
5010	12	28
5010	64	0
5011	0	32
5011	72	88
5011	72	104
5011	104	108
5011	72	8
5011	72	64
5012	64	96
5012	72	76
5012	72	8
5012	72	8
5012	68	4
5013	72	64
5013	108	44
5013	96	32
5014	104	40
5014	0	4
5014	72	8
5014	72	88
5014	96	32
5015	72	8
5015	64	0
5015	20	52
5016	72	88
5016	72	64
5016	88	24
5017	0	16
5017	64	0
5018	72	104
5019	64	96
5020	72	88
5020	64	80
5020	104	108
5020	8	12
5020	4	20
5020	76	12
5020	24	16
5020	72	88
5020	88	80
5021	80	84
5021	96	32
5022	64	80
5022	72	8
5023	32	36
5024	64	68
5024	72	64
5025	72	76
5025	64	0
5025	72	76
5025	64	68
5025	64	0
5025	64	0
5026	24	28
5026	68	84
5026	32	36
5026	72	76
5026	64	0
5027	16	20
5027	64	0
5027	64	0
5027	84	20
5027	104	40
5028	64	68
5028	72	64
5028	64	68
5028	64	0
5029	64	68
5029	64	0
5029	64	0
5030	0	4
5030	104	40
5031	72	88
5031	64	0
5032	72	76
5032	64	0
5032	72	104
5034	64	68
5034	64	96
5034	72	76
5034	88	24
5035	64	96
5035	64	80
5035	96	32
5036	72	76
5036	64	68
5036	72	76
5036	64	68
5036	72	88
5037	72	8
5037	68	4
5037	64	0
5037	64	0
5037	4	20
5037	68	84
5038	72	8
5038	72	88
5038	72	8
5038	88	24
5039	8	0
5039	72	76
5039	88	80
5039	4	20
5040	64	0
5040	72	8
5041	0	16
5041	64	68
5041	72	76
5041	64	96
5041	96	32
5042	64	68
5042	96	100
5042	72	64
5042	72	8
5042	64	0
5043	72	88
5043	68	84
5043	72	64
5044	64	80
5045	96	100
5045	64	0
5045	64	0
5046	64	0
5046	64	68
5046	64	0
5047	64	0
5047	64	96
5047	64	68
5047	64	0
5048	88	80
5048	72	8
5049	64	0
5050	64	68
5050	64	68
5051	68	4
5051	64	80
5051	72	88
5051	64	80
5052	104	108
5053	64	0
5053	64	0
5053	72	76
5053	72	8
5053	64	68
5054	72	64
5054	64	80
5054	64	96
5055	72	8
5055	72	8
5055	72	76
5055	0	32
5055	64	0
5056	0	16
5056	64	0
5056	104	108
5056	72	88
5056	72	88
5056	64	80
5056	72	104
5057	64	68
5058	72	76
5058	72	88
5058	88	24
5059	104	40
5059	32	36
5059	72	8
5059	64	68
5059	64	0
5060	72	76
5060	64	0
5061	76	108
5061	64	68
5061	64	80
5061	64	68
5061	72	64
5062	64	80
5062	64	68
5062	64	68
5062	4	36
5062	0	16
5063	64	0
5063	80	16
5063	72	88
5064	72	76
5064	64	68
5064	64	96
5065	64	96
5065	72	8
5065	72	64
5065	96	100
5065	72	8
5065	68	100
5065	64	0
5066	72	8
5066	72	76
5066	72	104
5066	68	4
5067	72	8
5067	76	12
5068	64	0
5068	72	8
5068	68	4
5068	72	76
5068	64	96
5068	80	16
5068	72	8
5069	64	80
5070	64	80
5070	72	8
5071	64	0
5071	64	0
5071	64	68
5071	72	8
5071	72	104
5072	72	76
5072	64	80
5073	96	100
5074	104	40
5075	76	68
5075	64	0
5076	72	8
5076	72	88
5076	72	64
5076	96	32
5077	72	8
5077	100	36
5078	0	32
5078	64	80
5078	64	68
5080	8	12
5080	64	0
5081	8	40
5081	72	64
5082	8	24
5083	64	68
5083	68	4
5083	64	80
5083	72	8
5083	104	40
5083	72	76
5083	12	4
5083	64	0
5084	72	88
5084	8	40
5084	72	76
5084	64	0
5084	72	8
5085	64	0
5085	64	0
5085	64	80
5085	24	16
5086	64	80
5086	64	96
5086	64	68
5086	76	108
5086	64	0
5086	72	64
5087	64	96
5087	8	40
5087	64	96
5087	64	80
5088	72	76
5088	72	88
5088	96	32
5088	68	100
5088	0	32
5088	88	120
5088	72	64
5089	68	4
5089	64	68
5089	64	0
5090	68	100
5090	64	0
5090	88	24
5091	64	68
5092	64	68
5092	72	104
5092	96	100
5092	68	100
5093	68	4
5093	24	28
5094	64	68
5094	72	8
5094	72	8
5095	72	88
5095	88	24
5096	72	8
5096	64	96
5096	72	76
5097	72	88
5097	72	76
5098	100	36
5099	24	28
5099	88	24
5100	24	16
5100	88	24
5100	72	76
5100	64	0
5100	64	0
5101	64	68
5101	64	96
5102	64	68
5103	72	88
5103	64	68
5103	72	64
5103	72	104
5103	24	16
5104	64	68
5104	96	32
5105	96	32
5105	64	68
5106	72	64
5106	64	68
5107	64	80
5107	68	4
5108	72	104
5108	68	100
5108	72	64
5108	72	8
5108	64	80
5108	64	68
5109	24	28
5109	72	64
5110	72	8
5110	104	40
5110	76	12
5111	72	88
5113	32	36
5113	64	68
5113	72	88
5114	104	40
5114	72	104
5114	64	96
5114	20	52
5114	100	36
5114	64	80
5114	72	64
5115	64	0
5115	72	76
5117	72	76
5117	96	32
5118	72	76
5118	72	8
5118	88	80
5118	72	8
5119	72	8
5119	24	28
5119	0	16
5119	32	36
5119	96	32
5119	64	96
5119	8	40
5120	72	76
5120	64	0
5120	68	84
5120	64	0
5120	64	68
5120	8	24
5120	96	32
5120	68	84
5121	104	40
5121	64	0
5121	64	0
5121	72	104
5121	64	80
5122	64	80
5123	72	8
5123	72	76
5124	64	0
5124	64	0
5124	64	0
5125	64	68
5125	64	68
5126	68	4
5126	64	0
5127	0	16
5127	72	8
5128	64	68
5128	8	40
5128	72	76
5128	72	64
5128	64	0
5128	80	16
5128	4	20
5128	84	20
5129	64	96
5129	64	96
5129	64	68
5129	72	8
5130	64	0
5130	8	40
5130	96	32
5132	72	8
5132	68	84
5132	0	32
5133	80	112
5133	64	0
5133	64	0
5133	72	76
5133	72	64
5133	68	4
5134	64	0
5134	12	28
5134	64	0
5134	64	96
5134	64	80
5135	20	52
5135	72	64
5135	64	68
5135	72	8
5135	64	0
5135	104	40
5136	68	4
5137	0	16
5137	64	0
5137	64	0
5138	16	20
5138	72	88
5138	64	68
5138	28	60
5138	64	0
5138	8	0
5139	104	40
5140	24	28
5140	72	8
5141	24	16
5142	72	76
5142	64	0
5142	64	0
5142	104	108
5142	72	88
5142	0	16
5143	68	4
5143	72	76
5143	72	8
5143	96	32
5144	0	4
5145	72	64
5145	64	96
5145	72	76
5145	72	8
5145	72	8
5146	100	36
5146	68	100
5147	64	96
5147	72	8
5147	88	120
5148	64	80
5148	24	16
5149	72	8
5149	72	88
5149	64	80
5149	64	0
5150	72	76
5150	64	80
5150	8	0
5151	72	8
5151	64	0
5151	64	0
5151	24	56
5152	80	16
5152	72	64
5152	64	0
5152	88	24
5153	68	4
5154	88	24
5154	8	24
5154	96	32
5155	64	80
5155	72	88
5155	72	104
5155	64	80
5155	100	36
5156	64	68
5156	24	16
5156	72	8
5156	72	64
5157	80	16
5157	72	8
5157	4	20
5157	64	0
5157	0	16
5158	64	0
5159	64	0
5159	64	80
5161	64	0
5161	72	76
5161	104	108
5161	68	84
5161	32	36
5161	72	64
5162	72	8
5162	72	76
5162	64	0
5162	108	44
5162	68	100
5163	72	8
5163	72	104
5163	64	96
5164	64	96
5164	72	76
5164	64	68
