time	from	to
8213	68	4
8213	112	48
8213	64	68
8213	0	4
8213	64	68
8213	4	36
8214	20	52
8214	16	48
8214	0	16
8214	64	0
8215	64	80
8215	16	20
8215	80	16
8215	64	68
8215	76	12
8216	20	52
8216	96	32
8216	64	68
8216	72	88
8216	72	76
8216	100	36
8217	12	4
8217	72	76
8217	4	20
8217	72	76
8217	0	32
8217	72	88
8217	68	84
8218	64	0
8218	0	4
8218	20	52
8218	68	4
8219	8	12
8219	4	20
8220	64	68
8220	4	36
8222	4	20
8222	80	84
8223	64	68
8223	68	84
8223	72	8
8223	72	8
8223	96	32
8224	72	104
8224	64	80
8224	68	4
8224	80	16
8224	64	0
8225	20	52
8225	20	52
8226	80	16
8226	0	16
8227	80	16
8227	8	12
8227	72	64
8228	84	20
8228	68	100
8228	64	96
8228	64	68
8228	64	0
8228	64	68
8228	80	16
8228	68	84
8228	80	16
8229	16	20
8229	96	100
8229	0	32
8230	72	64
8230	0	4
8230	16	20
8230	76	12
8230	72	8
8230	100	36
8231	16	20
8231	4	36
8231	68	100
8231	16	20
8232	64	0
8232	12	4
8232	0	32
8232	100	36
8233	64	68
8233	72	8
8233	64	0
8234	0	16
8234	64	68
8234	0	4
8235	64	0
8235	64	68
8235	68	100
8235	64	96
8235	0	32
8235	20	52
8236	64	0
8236	64	68
8236	0	32
8237	96	32
8237	4	20
8237	20	52
8237	72	104
8237	0	16
8238	80	16
8238	16	20
8238	16	20
8238	68	84
8238	108	44
8238	4	36
8239	64	68
8239	8	0
8239	80	84
8239	68	4
8240	0	32
8240	84	20
8240	64	0
8240	64	68
8240	96	32
8240	8	0
8241	96	32
8241	72	76
8241	64	68
8241	72	8
8242	84	20
8242	100	36
8242	68	100
8242	0	16
8242	4	36
8243	64	68
8243	16	20
8243	96	32
8243	68	4
8243	100	36
8244	8	0
8244	0	32
8244	64	68
8245	0	16
8245	100	36
8245	68	4
8246	64	68
8246	0	4
8246	84	116
8246	64	0
8246	96	32
8247	16	20
8247	68	84
8248	0	16
8248	112	116
8248	4	36
8249	20	52
8249	20	52
8250	112	116
8250	16	20
8250	0	32
8251	64	0
8251	72	76
8251	4	20
8251	64	0
8252	4	36
8252	64	0
8253	72	88
8253	64	0
8253	72	88
8253	64	68
8254	68	4
8254	72	8
8254	0	32
8254	100	36
8254	72	104
8255	68	100
8255	64	0
8255	116	52
8256	64	80
8256	0	16
8256	80	16
8257	12	28
8257	0	4
8257	88	24
8257	64	96
8257	64	96
8258	0	4
8258	72	76
8258	8	12
8258	72	104
8259	0	4
8259	96	32
8259	0	16
8259	64	68
8259	68	84
8259	0	16
8259	76	12
8259	72	76
8259	68	100
8259	96	32
8259	12	4
8259	0	16
8260	0	16
8260	112	48
8260	16	20
8261	64	80
8261	68	84
8261	72	104
8261	100	36
8261	64	0
8261	96	32
8261	84	116
8262	0	16
8262	64	0
8262	68	84
8262	76	68
8263	64	0
8263	68	4
8263	20	52
8263	20	52
8264	64	80
8264	80	112
8264	68	84
8264	64	80
8265	64	68
8265	104	40
8266	68	100
8266	80	84
8266	8	0
8266	80	16
8267	64	0
8267	100	36
8267	16	20
8267	0	32
8267	84	20
8267	12	44
8268	0	16
8268	68	4
8270	64	68
8270	64	80
8270	20	52
8271	64	0
8271	80	16
8271	64	0
8272	64	68
8272	0	4
8273	64	68
8273	64	80
8273	68	84
8273	68	4
8274	8	12
8274	12	4
8274	20	52
8274	80	16
8274	108	44
8275	20	52
8275	80	16
8275	64	0
8275	120	56
8275	0	32
8275	0	16
8275	112	48
8276	16	20
8276	76	12
8276	8	12
8276	80	16
8276	64	0
8277	72	64
8277	0	16
8278	76	12
8278	68	4
8278	0	4
8278	64	0
8278	20	52
8279	64	68
8279	80	16
8279	64	96
8279	4	36
8280	32	36
8280	64	0
8280	8	12
8280	104	40
8281	0	16
8281	72	88
8282	64	0
8282	96	32
8282	64	96
8282	64	68
8282	64	0
8282	0	4
8282	88	24
8282	20	52
8283	64	0
8283	0	4
8283	64	68
8283	4	20
8283	80	112
8284	20	52
8284	64	80
8284	0	16
8284	64	0
8284	0	16
8285	80	84
8286	100	36
8286	64	0
8286	16	20
8286	64	0
8286	0	32
8286	20	52
8287	4	36
8287	4	36
8288	8	12
8288	0	32
8289	72	8
8290	64	96
8290	112	48
8290	72	88
8291	76	108
8291	76	92
8291	80	84
8291	76	12
8291	4	20
8292	72	8
8292	64	96
8293	72	8
8293	72	104
8293	72	8
8294	0	4
8294	0	32
8294	4	20
8295	68	100
8295	68	100
8295	84	20
8296	96	100
8296	72	8
8296	68	100
8296	100	36
8296	64	0
8297	72	76
8297	8	40
8297	20	52
8297	12	44
8298	64	68
8298	4	36
8298	72	104
8298	64	0
8298	64	68
8299	4	36
8299	72	64
8299	20	52
8299	64	96
8300	84	20
8300	8	12
8300	0	32
8300	0	32
8300	0	16
8300	96	32
8301	72	88
8302	64	80
8303	64	80
8303	64	0
8303	4	36
8303	72	8
8304	8	40
8304	0	4
8304	68	100
8304	12	4
8304	16	20
8304	0	4
8304	84	116
8304	20	52
8305	80	112
8306	16	20
8306	64	0
8306	64	0
8306	64	68
8306	0	4
8307	64	68
8307	80	16
8308	64	68
8308	64	68
8308	0	32
8308	0	4
8308	100	36
8308	80	16
8309	64	0
8309	4	36
8309	68	4
8309	68	4
8309	0	16
8309	8	24
8310	8	12
8310	72	8
8310	68	4
8310	96	100
8310	20	52
8311	68	84
8311	64	68
8311	64	80
8311	4	20
8312	64	68
8312	64	96
8312	68	4
8312	0	32
8312	64	96
8313	64	96
8313	64	68
8313	100	36
8314	0	4
8314	96	32
8314	68	100
8315	20	52
8315	0	4
8315	72	8
8315	76	12
8315	80	16
8317	64	0
8317	72	8
8317	0	32
8317	72	104
8318	64	96
8318	80	16
8318	0	32
8318	64	80
8319	64	68
8320	32	36
8320	80	84
8320	8	0
8321	64	68
8321	64	0
8321	32	36
8321	72	64
8322	100	36
8322	112	48
8323	64	80
8323	80	16
8324	20	52
8324	8	24
8324	72	8
8324	64	0
8325	68	4
8325	64	0
8325	4	36
8326	96	32
8326	68	4
8326	96	100
8326	8	0
8326	68	84
8326	76	12
8327	116	52
8327	0	4
8327	100	36
8327	12	4
8327	16	48
8327	16	20
8329	64	0
8329	20	52
8329	64	0
8329	76	68
8329	96	100
8329	96	32
8329	0	16
8329	4	36
8330	72	76
8330	16	20
8330	64	0
8330	0	32
8330	64	0
8331	16	20
8332	80	16
8333	72	8
8333	64	68
8334	68	100
8334	76	68
8334	68	84
8334	16	48
8335	12	44
8335	8	0
8337	20	52
8338	0	16
8338	64	68
8338	20	52
8338	8	0
8338	80	16
8339	64	0
8339	64	80
8340	64	0
8340	64	68
8340	68	100
8341	4	20
8341	96	100
8342	0	4
8342	64	0
8342	80	16
8343	4	20
8343	72	8
8343	96	32
8344	72	8
8344	4	36
8344	64	0
8344	72	8
8344	0	16
8345	72	64
8345	68	4
8345	72	8
8346	80	84
8346	8	12
8346	0	16
8346	4	20
8347	80	112
8347	76	12
8347	64	68
8348	20	52
8348	64	68
8348	64	0
8348	112	48
8348	64	80
8350	72	8
8350	68	4
8350	72	8
8350	64	68
8350	68	4
8350	64	0
8351	64	68
8351	64	0
8351	64	96
8351	64	96
8351	64	0
8352	8	12
8352	96	32
8352	4	36
8353	100	36
8353	0	32
8354	0	4
8354	0	4
8354	64	68
8354	64	80
8355	0	4
8355	64	0
8356	64	68
8356	0	4
8357	76	108
8357	72	8
8358	0	16
8358	68	4
8359	32	36
8359	80	84
8359	64	0
8359	72	76
8359	72	8
8359	100	36
8360	84	20
8360	64	0
8360	20	52
8361	72	76
8361	16	20
8361	4	20
8362	64	68
8362	68	100
8362	64	80
8363	4	20
8364	64	80
8364	96	32
8364	20	52
8365	68	100
8365	72	8
8365	72	88
8365	64	68
8365	64	0
8365	72	8
8365	16	48
8366	72	8
8367	64	0
8367	16	20
8367	8	0
8367	72	8
8368	72	76
8368	64	80
8368	64	68
8368	96	32
8369	8	40
8369	64	0
8369	64	96
8370	0	4
8370	72	104
8370	64	0
8371	4	20
8371	64	80
8371	64	68
8371	100	36
8372	0	4
8372	64	0
8372	64	68
8372	80	16
8372	64	68
8372	8	40
8372	112	48
8372	84	20
8372	104	40
8373	12	4
8373	20	52
8373	68	4
8374	68	84
8374	4	36
8375	72	104
8375	76	108
8375	76	92
8376	0	32
8376	64	0
8376	64	80
8376	72	8
8376	72	8
8377	76	12
8377	20	52
8377	64	0
8377	64	0
8377	0	32
8378	76	68
8378	0	32
8378	64	0
8378	64	68
8378	64	0
8378	64	80
8378	68	84
8378	0	32
8378	80	16
8379	72	8
8380	68	4
8380	8	24
8380	96	32
8380	80	16
8380	72	8
8380	80	16
8381	96	32
8381	72	76
8381	0	4
8381	12	28
8381	20	52
8381	72	88
8382	64	0
8382	112	48
8382	0	4
8382	64	96
8382	96	100
8383	16	20
8383	88	24
8383	64	0
8383	12	44
8383	64	0
8383	68	4
8383	64	68
8383	76	12
8383	0	32
8383	64	0
8383	64	0
8383	68	84
8383	4	20
8383	0	32
8384	96	32
8384	96	32
8384	72	76
8384	64	80
8384	8	24
8384	80	112
8384	68	4
8384	64	0
8385	72	88
8385	20	52
8386	64	0
8386	96	32
8386	84	20
8386	80	16
8387	72	104
8388	8	24
8388	80	84
8388	68	100
8388	68	84
8388	0	16
8388	72	8
8388	0	16
8389	16	20
8389	0	4
8390	4	20
8390	0	16
8391	72	8
8391	8	12
8391	64	0
8392	8	24
8392	72	8
8392	76	12
8393	64	0
8393	68	84
8394	64	68
8394	72	88
8394	64	0
8395	64	96
8395	12	4
8395	64	0
8395	4	20
8396	68	100
8396	72	8
8396	80	84
8396	20	52
8397	4	20
8397	96	32
8400	64	96
8400	76	12
8401	72	8
8401	72	76
8402	68	4
8402	8	24
8402	64	68
8402	64	0
8402	8	12
8402	96	32
8402	0	16
8402	4	36
8402	100	36
8403	24	16
8403	80	112
8403	104	40
8404	0	32
8404	100	36
8405	4	20
8405	64	96
8405	64	0
8405	64	80
8406	72	76
8406	72	76
8406	0	4
8406	4	20
8406	64	0
8407	0	4
8407	112	48
8407	64	0
8408	8	12
8408	76	12
8408	64	0
8408	64	68
8409	84	20
8409	80	84
8409	0	16
8410	8	0
8410	72	8
8410	0	4
8410	8	12
8410	64	96
8411	20	52
8411	64	68
8411	64	80
8411	68	4
8411	96	32
8411	20	52
8412	16	20
8412	20	52
8412	0	4
8412	80	16
8412	80	16
8412	100	36
8412	16	48
8412	80	112
8413	80	16
8413	0	16
8413	76	12
8414	0	16
8414	16	20
8414	64	68
8414	12	28
8415	68	4
8415	64	80
8415	8	12
8415	64	68
8415	64	68
8415	100	36
8416	0	16
8416	0	32
8416	96	100
8416	16	20
8417	4	20
8417	20	52
8417	72	8
8418	68	4
8418	64	80
8418	72	8
8420	100	36
8420	64	0
8421	80	84
8421	80	112
8421	8	24
8422	4	36
8422	20	52
8423	76	68
8423	64	80
8423	68	4
8423	100	36
8423	88	120
8423	68	100
8424	68	84
8424	20	52
8425	64	96
8425	8	24
8425	64	0
8425	12	4
8425	40	44
8425	96	32
8426	120	56
8426	0	4
8426	64	68
8427	64	96
8427	76	92
8427	68	4
8428	20	52
8428	12	4
8428	64	80
8428	16	20
8428	80	16
8428	64	0
8429	100	36
8429	40	44
8429	4	20
8429	16	20
8429	80	112
8429	80	16
8429	8	24
8429	4	20
8429	68	84
8430	80	112
8430	108	44
8430	16	48
8431	64	0
8431	72	8
8431	72	76
8431	68	100
8431	64	0
8432	0	32
8432	0	16
8432	8	0
8433	64	96
8433	84	20
8434	64	80
8434	64	0
8434	112	48
8434	104	40
8435	20	52
8435	12	4
8436	4	36
8436	72	8
8436	76	108
8436	0	32
8436	8	24
8436	64	80
8437	8	12
8437	96	32
8437	64	0
8438	68	100
8438	72	8
8438	0	16
8439	68	4
8439	64	68
8439	64	68
8440	16	20
8440	100	36
8441	8	0
8441	64	80
8441	84	20
8441	64	0
8442	72	64
8442	64	96
8443	72	88
8443	72	104
8443	0	32
8443	16	48
8443	12	4
8443	64	0
8443	100	36
8444	0	4
8444	0	4
8444	16	48
8445	96	100
8445	16	48
8445	68	4
8445	84	20
8446	64	96
8446	72	8
8446	64	68
8446	100	36
8447	20	52
8447	64	96
8447	72	8
8448	72	8
8448	64	0
8448	64	68
8448	0	16
8448	96	32
8449	64	68
8449	16	48
8449	72	8
8449	68	84
8450	64	68
8450	8	0
8450	72	76
8450	80	16
8451	76	12
8451	64	0
8452	76	12
8453	100	36
8453	96	100
8453	72	8
8453	8	24
8453	68	100
8454	0	16
8454	96	32
8454	80	84
8454	20	52
8454	8	0
8455	76	92
8455	4	20
8455	68	100
8455	0	16
8456	68	100
8456	80	16
8456	64	96
8456	0	32
8457	64	96
8457	32	36
8457	64	68
8457	72	8
8458	68	4
8458	64	96
8458	16	48
8458	84	20
8458	20	52
8459	72	8
8459	72	76
8459	76	12
8459	4	20
8459	16	20
8459	68	4
8459	64	0
8459	0	32
8459	96	32
8459	20	52
8460	8	24
8460	72	76
8460	64	68
8460	64	68
8460	4	20
8460	64	96
8461	64	68
8461	0	16
8461	0	32
8462	64	96
8462	64	96
8463	64	0
8463	64	96
8463	80	16
8463	0	16
8463	68	4
8463	64	0
8464	64	96
8464	4	20
8464	80	16
8464	48	52
8464	64	0
8464	64	0
8465	68	4
8465	100	36
8466	4	36
8466	108	44
8466	16	20
8466	8	0
8467	32	36
8467	68	100
8468	64	96
8468	76	108
8468	64	0
8468	0	32
8468	76	12
8469	112	116
8469	72	88
8470	0	4
8470	80	16
8470	20	52
8470	64	96
8470	8	12
8471	96	32
8471	112	48
8471	72	88
8472	64	0
8472	64	80
8472	64	80
8472	72	88
8472	0	32
8472	4	20
8473	4	36
8474	72	76
8474	64	68
8475	32	36
8475	68	4
8476	96	32
8476	112	116
8476	0	4
8476	112	48
8476	16	48
8477	72	76
8477	0	4
8477	68	4
8477	64	80
8477	4	36
8478	0	32
8478	32	36
8478	96	100
8478	72	76
8478	64	96
8478	100	36
8479	64	68
8480	64	0
8480	96	100
8480	16	20
8480	0	4
8480	4	20
8480	84	116
8481	0	16
8483	12	44
8483	4	36
8483	0	16
8483	0	4
8483	68	4
8483	64	0
8483	4	36
8484	20	52
8484	0	32
8484	68	84
8484	8	12
8484	64	68
8484	64	80
8484	108	44
8485	16	48
8485	64	0
8486	68	4
8486	112	116
8486	0	32
8486	64	80
8486	68	4
8487	68	84
8487	68	4
8487	64	0
8488	8	12
8488	0	4
8488	80	84
8488	4	20
8489	64	80
8489	64	80
8489	72	8
8490	72	76
8490	96	32
8490	20	52
8490	0	16
8491	8	24
8491	76	68
8491	16	48
8491	20	52
8492	68	4
8492	0	4
8492	0	4
8492	72	76
8492	64	68
8492	4	20
8492	80	16
8492	68	4
8492	12	44
8492	80	112
8492	84	20
8492	4	20
8493	68	4
8493	68	84
8493	4	36
8493	4	36
8493	84	116
8493	96	32
8494	0	4
8494	0	32
8494	72	88
8494	80	112
8494	116	52
8494	68	84
8495	8	0
8495	112	48
8495	4	20
8496	88	120
8496	0	4
8496	72	88
8497	64	96
8497	64	0
8497	72	8
8498	72	104
8498	120	124
8498	72	76
8499	4	36
8499	72	88
8499	72	104
8500	64	68
8500	0	32
8501	72	104
8501	4	20
8501	100	36
8502	64	0
8502	64	68
8502	72	64
8503	64	68
8503	64	0
8504	72	8
8504	64	80
8504	96	32
8505	4	20
8505	68	4
8505	80	16
8505	72	8
8505	84	20
8506	96	100
8506	72	8
8506	16	20
8506	72	76
8507	68	4
8507	4	36
8507	80	112
8508	68	4
8508	64	0
8508	64	0
8508	64	96
8509	72	64
8509	64	0
8509	64	0
8509	124	60
8510	64	68
8510	20	52
8511	72	8
8511	72	76
8511	0	32
8512	16	48
8512	0	16
8512	72	76
8512	76	12
8512	0	32
8512	16	48
8512	0	16
8513	16	48
8514	72	76
8514	76	108
8514	8	24
8514	16	20
8514	68	84
8514	72	76
8514	8	12
8514	16	20
8514	96	32
8514	80	16
8515	0	4
8516	20	52
8516	12	4
8516	76	68
8516	72	76
8516	80	16
8516	68	4
8516	72	8
8516	0	32
8517	4	20
8517	80	112
8518	68	84
8518	80	16
8518	0	4
8518	0	4
8518	76	108
8518	4	36
8518	20	52
8519	64	0
8519	72	8
8519	76	12
8520	12	28
8520	20	52
8520	64	0
8520	64	0
8520	20	52
8520	64	0
8521	80	112
8521	64	0
8521	76	12
8521	12	4
8521	20	52
8522	96	32
8522	68	100
8523	8	40
8523	64	0
8523	64	68
8523	64	0
8523	80	16
8523	0	32
8524	68	4
8524	72	64
8524	76	68
8524	64	80
8524	76	12
8524	12	44
8525	64	0
8525	76	12
8525	32	36
8525	72	104
8525	4	36
8525	0	32
8525	8	24
8525	64	0
8526	20	52
8526	80	112
8526	16	20
8526	68	100
8527	0	32
8528	112	48
8528	112	48
8529	0	32
8529	16	20
8529	0	32
8529	68	4
8529	80	112
8529	28	20
8530	20	52
8531	72	76
8531	64	80
8531	16	20
8531	48	52
8531	64	80
8531	64	0
8532	8	40
8532	64	96
8532	96	32
8532	0	16
8533	80	84
8533	0	32
8533	80	16
8533	64	0
8533	100	36
8533	64	0
8533	64	96
8534	64	0
8534	100	36
8534	64	0
8534	100	36
8534	68	4
8535	4	20
8536	112	48
8536	68	4
8536	16	20
8537	8	0
8537	0	4
8537	80	16
8537	20	52
8537	20	52
8537	16	20
8538	64	68
8538	68	4
8538	84	116
8538	80	16
8539	80	16
8539	64	96
8539	20	52
8539	96	32
8539	68	4
8540	68	100
8540	80	84
8540	64	0
8541	116	52
8541	96	32
8541	72	76
8542	64	0
8543	64	0
8544	72	8
8544	0	4
8544	20	52
8544	100	36
8545	76	12
8545	68	4
8545	68	84
8546	8	0
8548	64	0
8548	68	4
8548	76	12
8549	16	48
8549	64	0
8550	84	20
8550	48	52
8551	4	36
8551	8	40
8552	20	52
8552	96	32
8552	68	100
8552	96	32
8553	0	4
8553	72	64
8553	76	92
8554	100	36
8554	96	32
8554	64	0
8554	4	20
8554	20	52
8555	8	40
8555	8	40
8555	100	36
8555	68	84
8555	76	108
8555	112	48
8556	80	84
8556	64	0
8556	72	8
8556	4	20
8556	0	32
8556	100	36
8557	64	0
8557	68	84
8557	0	16
8557	72	64
8557	20	52
8557	68	84
8557	64	0
8558	96	32
8558	4	36
8558	64	0
8558	4	36
8559	68	4
8560	68	84
8560	64	80
8560	92	124
8561	72	8
8561	80	16
8561	0	4
8561	4	20
8561	0	4
8561	68	4
8562	0	16
8562	20	52
8562	84	20
8563	100	36
8563	64	0
8563	0	32
8564	0	4
8564	100	36
8564	72	104
8565	68	4
8565	16	48
8566	72	64
8566	12	44
8567	80	16
8567	16	48
8567	20	52
8567	4	36
8567	4	36
8569	72	104
8569	72	76
8569	4	36
8569	80	84
8569	80	16
8570	64	0
8571	96	100
8573	68	4
8573	100	36
8573	0	32
8573	64	96
8573	72	76
8573	20	52
8573	20	52
8573	0	16
8574	0	16
8574	76	108
8574	0	16
8574	68	4
8574	84	20
8575	68	84
8575	8	40
8575	96	100
8575	0	4
8575	108	44
8575	0	16
8576	64	68
8576	80	16
8576	64	96
8576	4	20
8577	64	0
8577	4	20
8578	68	100
8578	68	4
8578	80	84
8578	84	20
8579	20	52
8579	100	36
8580	72	8
8580	64	96
8580	64	0
8580	64	0
8580	0	16
8580	20	52
8580	84	20
8581	4	20
8581	64	68
8581	64	0
8581	84	116
8581	20	52
8581	4	20
8582	84	20
8582	64	0
8582	8	0
8582	0	16
8583	96	32
8583	8	0
8583	64	80
8584	8	12
8584	72	76
8584	68	4
8584	68	100
8584	116	52
8584	0	16
8585	96	100
8585	64	0
8585	84	116
8585	64	96
8586	64	0
8586	4	36
8587	12	44
8587	16	20
8587	16	20
8587	64	0
8587	84	20
8588	96	32
8588	76	12
8589	0	32
8589	4	36
8590	100	36
8590	64	0
8590	80	16
8590	112	48
8590	8	0
8591	64	0
8591	20	52
8592	16	20
8592	68	4
8592	100	36
8592	16	48
8593	64	0
8593	0	4
8593	12	28
8593	100	36
8594	96	32
8594	8	12
8594	4	36
8595	4	36
8595	76	68
8595	16	48
8596	64	0
8596	64	0
8596	76	12
8596	72	8
8596	100	36
8596	64	0
8596	0	32
8597	96	100
8598	4	20
8598	64	96
8598	72	8
8599	4	36
8599	64	0
8599	68	100
8600	64	0
8600	100	36
8600	64	68
8600	72	8
8600	0	16
8600	100	36
8601	64	80
8601	64	80
8601	72	88
8602	64	68
8602	64	68
8603	8	0
8603	4	20
8603	20	52
8603	0	32
8603	64	0
8604	0	16
8604	0	32
8604	96	100
8604	68	84
8604	68	4
8605	0	4
8605	64	80
8605	100	36
8605	68	84
8605	64	80
8606	64	68
8606	48	52
8606	68	4
8607	16	20
8607	64	0
8607	16	20
8609	80	16
8609	80	16
8609	16	48
8609	64	96
8610	64	96
8610	4	36
8610	80	16
8610	0	16
8610	72	8
8611	0	32
8611	68	4
8611	8	24
8611	8	24
8611	20	52
8611	64	0
8612	16	20
8612	72	76
8612	32	36
8612	16	20
8612	68	84
8612	4	20
8613	84	20
8614	0	4
8614	16	20
8614	64	96
8614	0	32
8614	64	0
8614	0	32
8615	72	88
8615	68	4
8615	20	52
8616	32	36
8616	64	68
8616	72	64
8617	16	48
8617	80	16
8617	80	16
8617	64	0
8617	100	36
8618	20	52
8618	0	4
8618	8	12
8618	64	96
8619	0	32
8619	72	76
8619	96	100
8619	112	48
8619	84	20
8620	96	100
8620	0	4
8620	80	84
8620	0	32
8620	0	32
8620	64	0
8621	0	32
8621	4	36
8621	64	96
8621	64	68
8621	64	0
8621	0	4
8622	64	68
8623	64	68
8623	68	4
8623	68	4
8623	100	36
8624	72	76
8624	64	96
8624	112	48
8625	68	4
8625	100	36
8626	84	20
8626	64	96
8627	4	36
8627	64	0
8627	80	16
8627	4	20
8627	80	16
8628	100	36
8628	84	116
8628	0	4
8628	64	68
8628	96	100
8628	64	80
8629	20	52
8629	64	68
8629	20	52
8629	72	8
8630	0	32
8630	64	96
8630	0	4
8630	96	32
8630	68	4
8630	4	36
8631	64	80
8631	64	80
8631	0	32
8631	80	16
8632	64	96
8632	100	36
8632	68	84
8632	8	40
8633	32	36
8633	68	100
8633	16	20
8633	68	4
8633	64	0
8634	16	48
8634	64	0
8634	64	0
8635	4	20
8635	16	48
8635	84	116
8635	64	0
8635	64	0
8635	4	36
8636	64	96
8636	64	0
8637	80	16
8637	80	16
8637	68	84
8639	64	0
8639	68	4
8639	4	20
8640	8	24
8640	84	20
8641	96	100
8641	0	4
8641	80	16
8642	4	20
8642	8	12
8642	72	8
8642	68	4
8643	68	100
8644	68	100
8644	72	104
8644	100	36
8644	68	4
8644	96	32
8645	4	36
8645	80	16
8646	12	44
8646	68	4
8646	84	20
8646	68	84
8647	84	20
8647	12	44
8647	80	16
8648	8	40
8648	20	52
8649	64	0
8649	12	28
8650	96	100
8650	72	8
8650	4	36
8650	20	52
8650	64	0
8650	96	32
8650	72	104
8650	4	20
8651	64	80
8651	0	4
8651	32	36
8651	64	68
8651	64	0
8651	12	4
8652	8	0
8652	96	32
8653	64	96
8653	4	36
8654	0	32
8654	64	96
8654	64	0
8654	68	4
8654	112	48
8655	64	80
8655	72	76
8655	20	52
8655	68	100
8656	72	8
8656	64	0
8656	72	76
8656	16	20
8656	8	12
8656	4	36
8656	80	16
8656	68	4
8656	68	4
8657	0	4
8657	0	16
8657	0	16
8658	68	100
8659	8	40
8659	80	16
8659	72	88
8659	80	84
8659	80	16
8659	4	20
8660	8	40
8661	64	0
8661	64	0
8661	4	36
8662	64	80
8662	84	20
8662	4	20
8663	4	20
8664	64	0
8664	0	4
8664	68	4
8665	0	4
8667	64	0
8668	72	88
8669	16	48
8669	0	16
8669	0	32
8670	68	100
8670	68	84
8670	16	48
8670	68	84
8671	64	96
8671	64	80
8671	112	48
8671	20	52
8672	100	36
8672	96	100
8672	16	48
8673	16	20
8673	0	32
8674	96	32
8674	96	100
8674	8	12
8674	100	36
8674	0	32
8674	64	96
8674	12	44
8675	4	36
8675	12	28
8675	96	32
8676	72	76
8676	84	20
8676	84	20
8676	8	12
8676	72	64
8677	64	96
8677	64	0
8677	64	0
8677	64	0
8677	100	36
8677	64	0
8678	68	4
8678	112	116
8679	4	20
8679	100	36
8679	72	76
8679	64	0
8679	8	40
8680	68	4
8680	0	4
8680	68	100
8681	84	20
8681	4	36
8681	20	52
8681	4	36
8681	4	20
8681	64	96
8682	0	16
8682	64	80
8682	80	16
8684	4	20
8684	68	84
8684	64	0
8685	0	4
8685	84	20
8685	80	84
8685	68	100
8685	64	0
8686	64	96
8686	100	36
8686	12	4
8686	0	4
8687	96	100
8687	64	68
8687	64	0
8687	84	116
8687	96	32
8688	64	0
8688	76	12
8688	72	88
8689	76	68
8689	68	84
8689	72	8
8689	80	16
8690	20	52
8690	32	36
8690	4	20
8690	8	40
8691	0	32
8691	12	44
8691	0	32
8691	64	0
8691	4	36
8691	88	24
8691	64	80
8692	112	48
8692	84	20
8692	64	0
8692	8	24
8693	0	4
8693	4	20
8693	80	16
8693	112	48
8694	20	52
8694	0	32
8694	72	8
8694	4	20
8695	80	16
8695	20	52
8695	64	68
8696	72	76
8696	68	4
8696	72	8
8696	0	32
8697	84	20
8697	68	4
8697	8	0
8697	100	36
8698	0	4
8698	4	36
8698	80	16
8698	0	32
8699	64	96
8699	0	32
8699	8	24
8699	20	52
8700	0	4
8700	0	4
8700	64	96
8700	72	8
8700	68	4
8700	72	8
8700	76	12
8701	20	52
8701	8	12
8702	4	20
8702	20	52
8702	80	16
8702	4	20
8702	80	16
8703	64	96
8703	84	20
8703	4	20
8703	72	88
8703	68	84
8704	8	40
8704	64	0
8704	64	80
8704	16	48
8704	96	32
8705	20	52
8705	20	52
8705	72	76
8705	64	0
8705	64	68
8705	40	44
8705	72	8
8705	0	32
8705	72	76
8705	68	4
8706	80	16
8707	72	8
8707	80	112
8707	96	32
8708	100	36
8708	72	64
8708	20	52
8709	80	16
8710	64	80
8711	16	48
8711	84	116
8712	68	84
8712	4	20
8713	20	52
8713	64	96
8713	80	112
8713	4	20
8714	68	4
8714	80	112
8714	68	4
8714	0	16
8714	0	4
8714	0	16
8715	72	64
8715	16	20
8715	20	52
8716	64	0
8716	0	16
8717	68	4
8717	64	96
8717	68	100
8717	96	100
8717	64	68
8717	64	0
8717	64	68
8717	12	4
8718	4	36
8718	4	20
8719	64	68
8720	64	80
8720	20	52
8720	64	0
8720	68	84
8720	80	112
8721	100	36
8721	64	0
8721	64	68
8721	72	64
8722	64	0
8722	72	76
8723	64	96
8724	72	64
8724	68	4
8724	4	36
8725	80	112
8725	72	88
8725	84	20
8725	84	20
8725	4	20
8726	72	76
8726	68	84
8726	72	76
8726	8	0
8726	64	0
8726	64	80
8727	4	36
8727	80	84
8727	68	100
8727	64	96
8728	0	4
8728	72	76
8728	0	4
8728	64	68
8728	64	68
8728	68	4
8728	80	16
8729	68	84
8729	64	96
8729	84	116
8729	12	44
8730	68	4
8731	68	100
8732	68	4
8732	12	28
8732	64	68
8732	100	36
8733	48	52
8735	0	4
8735	80	84
8735	64	80
8735	20	52
8735	68	4
8736	72	76
8736	84	20
8736	76	92
8736	68	84
8737	72	104
8737	64	96
8737	64	80
8737	84	20
8737	0	32
8738	96	32
8739	100	36
8739	0	16
8740	4	20
8740	100	36
8740	68	4
8740	20	52
8741	32	36
8741	84	20
8741	68	84
8741	32	36
8741	96	32
8742	68	4
8742	112	116
8742	72	76
8742	64	96
8742	4	36
8743	96	32
8743	64	68
8743	4	36
8744	104	40
8744	68	4
8744	68	4
8744	68	4
8745	20	52
8745	72	8
8745	4	20
8746	16	48
8746	12	28
8746	72	8
8746	64	68
8746	64	96
8746	20	52
8747	80	16
8747	100	36
8748	116	52
8748	20	52
8748	16	48
8748	4	20
