3654,64,68
3655,64,80
3656,72,64
3656,64,72
3656,64,68
3656,72,76
3656,64,68
3657,72,8
3657,64,68
3658,64,68
3658,64,68
3658,72,64
3659,64,66
3659,72,74
3659,72,76
3659,72,8
3659,72,64
3659,64,0
3659,64,66
3660,72,76
3660,64,66
3660,64,66
3661,64,66
3661,64,68
3661,64,80
3661,64,68
3661,72,8
3661,72,104
3662,64,68
3662,64,68
3662,72,74
3662,64,68
3662,72,74
3662,64,68
3662,64,80
3663,72,64
3663,72,74
3663,72,76
3663,72,76
3664,64,0
3664,72,76
3664,72,76
3664,72,76
3664,64,68
3664,64,68
3664,64,68
3664,64,68
3664,72,64
3664,72,88
3664,72,64
3664,72,74
3664,72,74
3665,64,80
3665,64,66
3665,64,68
3665,64,0
3666,64,80
3666,64,68
3666,72,76
3666,72,74
3666,72,8
3666,72,76
3667,64,66
3667,72,76
3667,64,0
3667,64,68
3667,64,68
3667,72,76
3667,72,64
3667,64,68
3667,64,68
3667,64,0
3668,64,72
3668,72,76
3668,72,76
3668,64,66
3669,72,76
3669,64,66
3669,72,8
3669,64,96
3669,64,68
3669,64,72
3669,64,96
3670,72,8
3670,64,66
3670,64,68
3670,64,0
3670,64,68
3670,64,0
3670,64,68
3670,64,68
3670,72,76
3670,64,66
3670,64,96
3670,64,0
3670,64,96
3671,64,0
3671,72,88
3671,64,68
3671,72,76
3671,72,76
3671,64,68
3671,64,68
3671,64,68
3671,64,68
3671,64,80
3672,72,76
3672,64,68
3672,64,68
3672,64,68
3672,72,74
3672,72,76
3672,72,76
3672,64,80
3673,72,74
3673,64,80
3673,72,104
3673,72,64
3673,64,68
3673,64,68
3673,72,88
3673,72,8
3673,72,104
3673,64,72
3674,64,96
3674,72,76
3674,64,96
3674,64,68
3674,64,72
3675,64,66
3675,64,72
3675,64,68
3675,72,8
3675,64,96
3676,64,0
3676,64,68
3676,64,0
3676,64,68
3676,72,76
3676,64,72
3676,64,0
3677,64,66
3677,72,76
3677,72,74
3677,64,72
3677,72,8
3677,64,0
3677,64,96
3677,64,0
3678,64,66
3678,72,74
3678,72,76
3678,64,0
3678,64,80
3678,64,72
3679,64,66
3679,64,96
3679,64,66
3679,64,66
3679,64,68
3679,64,68
3679,64,0
3679,64,68
3679,72,74
3679,64,66
3679,72,74
3680,64,68
3680,64,0
3680,64,0
3680,64,0
3680,72,76
3680,72,76
3680,64,0
3680,72,74
3680,64,66
3681,72,76
3681,64,68
3681,64,66
3681,64,68
3681,64,80
3681,64,80
3681,64,72
3681,64,66
3681,72,8
3681,64,72
3682,72,74
3682,64,72
3682,64,68
3682,64,68
3682,64,68
3682,64,66
3682,72,8
3682,64,72
3683,64,0
3683,72,76
3683,64,68
3683,72,76
3683,64,66
3683,64,68
3683,72,74
3683,72,76
3683,64,0
3683,72,76
3683,72,8
3683,64,0
3683,64,72
3684,64,68
3684,72,88
3684,72,74
3684,72,88
3685,64,72
3685,72,8
3685,64,66
3685,64,0
3685,72,74
3686,64,0
3686,72,8
3686,72,88
3686,64,68
3686,72,74
3686,64,68
3686,72,76
3686,72,88
3686,64,68
3686,72,64
3686,72,76
3686,72,8
3686,72,104
3686,72,8
3686,72,74
3686,64,66
3687,64,72
3687,64,68
3687,64,66
3687,72,8
3687,64,68
3687,64,72
3687,64,72
3687,68,76
3687,64,0
3688,72,104
3688,72,74
3688,72,76
3688,64,0
3688,64,68
3688,64,0
3688,64,66
3688,64,66
3688,64,66
3689,64,68
3689,64,68
3689,64,68
3689,72,8
3689,64,68
3689,64,66
3689,72,8
3689,64,0
3690,64,66
3690,72,104
3690,64,66
3690,64,80
3690,72,76
3690,64,68
3690,64,68
3690,72,104
3690,72,74
3690,64,0
3690,64,72
3691,64,68
3691,72,76
3691,64,0
3692,72,76
3692,64,68
3692,72,76
3692,64,68
3692,64,0
3692,64,66
3692,64,0
3692,64,80
3693,72,8
3693,72,88
3693,64,66
3693,64,72
3693,72,8
3693,64,68
3693,72,76
3693,64,0
3694,64,66
3694,64,0
3694,64,66
3694,64,96
3694,64,66
3694,72,76
3694,64,66
3694,64,68
3694,72,74
3695,72,8
3695,72,76
3695,64,68
3695,64,0
3695,64,80
3695,72,88
3695,64,66
3695,76,78
3695,64,72
3696,64,72
3696,64,66
3696,64,0
3696,64,80
3696,64,66
3696,64,96
3696,64,72
3697,64,66
3697,72,76
3697,72,76
3697,72,76
3697,72,64
3697,64,66
3697,64,66
3698,64,66
3698,64,72
3698,64,68
3698,64,72
3698,64,66
3698,64,68
3698,72,8
3698,64,66
3698,64,66
3699,72,104
3699,64,0
3699,72,76
3699,64,66
3699,64,68
3699,64,66
3699,64,72
3700,64,68
3700,72,76
3700,64,80
3700,72,74
3700,72,104
3700,72,104
3700,72,74
3701,72,8
3701,72,76
3701,64,68
3701,64,80
3701,72,76
3701,64,0
3701,64,72
3701,72,88
3702,64,66
3702,72,74
3702,64,68
3702,72,88
3702,72,8
3702,72,74
3702,96,32
3702,64,66
3702,72,74
3703,0,16
3703,72,76
3703,64,72
3703,64,66
3703,64,68
3703,64,0
3703,72,8
3703,64,66
3704,64,68
3704,64,68
3704,64,0
3704,72,76
3704,64,0
3704,72,104
3704,64,0
3705,64,66
3705,64,68
